threshold_sequence_rank,country,wave,idno,requirement,file_rank,file_id,expected_file_name,file_description,candidate_variable_rows,strong_candidate_variable_rows,top_variable_names,official_core_file_match_status,matched_local_locations
11,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,health_need_and_access,2,F46,S19,The file contains data for Section 19. Adequacy of Consumption and Government Facilities of the NLSS III (2010/11) questionnaire.,2,1,v19_09;v19_05,missing_expected_core_file,
11,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,health_need_and_access,3,F16,S09B,The file contains data for Part B. Pre- and Post-Natal Care of Section 9. Marriage and Maternity History of the NLSS III (2010/11) questionnaire.,2,0,v09_18;v09_24,missing_expected_core_file,
11,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,health_need_and_access,4,F6,S03,"This file contains household-level information from Section 3 - Access to Facilities of the questionnaire. It contains the following information: Distance to the various (24) public facilities and services, mode of transport and travel time required to reach the facility.",2,0,v03_03a;v03_03b,missing_expected_core_file,
11,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,household_person_keys,1,F4,S01,"This file contains household-member information from Section 1 - Household Roster of the questionnaire. It contains the following information: Demographic characteristics (including name, sex, age, relationship to the household head, birth place, marital status for persons aged 10 years or over, and caste/ethnicity), and identification of household members, and parents of household members (whe...",8,1,v01_10;REC_TYPE;v01_01;v01_02;v01_03;v01_04;v01_05a;v01_05b,missing_expected_core_file,
11,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,household_person_keys,2,F49,S21x,The file contains data for Section 21. Panel Sample Household Tracking Q (21.06 - 21.14) of the NLSS III (2010/11) questionnaire.,2,2,v21_10;v21_11,missing_expected_core_file,
11,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,household_person_keys,3,F20,S10B,The file contains data for Part B. Jobs during the past 12 Months of Section 10. Jobs and Time Use of the NLSS III (2010/11) questionnaire.,1,1,v10_02,missing_expected_core_file,
11,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,household_person_keys,4,F22,S12,The file contains data for Section 12. Wage Jobs of the NLSS III (2010/11) questionnaire.,1,1,v12_01,missing_expected_core_file,
11,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,oop_health_expenditure,1,F14,S08,The file contains data for Section 8. Health of the NLSS III (2010/11) questionnaire.,6,6,v08_17a;v08_07a;v08_07b;v08_17b;v08_18;v08_17c,missing_expected_core_file,
11,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,survey_timing,1,F52,S00,"This file contains household-level information such as date of interview, data entry and edit, religion of the household head, language spoken at the household, whether the household own any agricultural land, own any livestock, whether the household borrowed any loan in the last 12 months or has any outstanding loans, any member absent from the household, etc.",7,7,v00_int1_m;v00_int1_y;v00_int2_m;v00_int2_y;v00_int3_m;v00_int3_y;v00_sup_m,missing_expected_core_file,
11,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,survey_timing,2,F51,sys,,4,4,hsys_c1date;hsys_u1date;hsys_c2date;hsys_u2date,missing_expected_core_file,
11,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,survey_timing,3,F2,FINAL_PREF,,1,1,Date,missing_expected_core_file,
11,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,weights_and_design,1,F1,anthro,,1,1,weight,missing_expected_core_file,
11,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,weights_and_design,2,F10,S06B,"This file contains household-level information from Section 6 - Non-food Expenditures and Inventory of Durable Goods, Section B - Infrequent Non-Food Expenditures of the questionnaire.",1,1,xhpsu,missing_expected_core_file,
11,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,weights_and_design,3,F11,S06C,"This file contains household-level information from Section 6 - Non-food Expenditures and Inventory of Durable Goods, Section C - Inventory of Durable Goods of the questionnaire.",1,1,xhpsu,missing_expected_core_file,
11,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,weights_and_design,4,F12,S06D,"This file contains household-level information from Section 6 - Non-food Expenditures and Inventory of Durable Goods, Section D - Own Account Production of Goods of the questionnaire.",1,1,xhpsu,missing_expected_core_file,
11,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,weights_and_design,5,F18,S09D,The file contains data for Part D. Household Decisions of Section 9. Marriage and Maternity History of the NLSS III (2010/11) questionnaire.,1,1,xhpsu,missing_expected_core_file,
11,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,weights_and_design,6,F39,S15D,The file contains data for Part D. Household Decisions of Section 15. Credit and Savings of the NLSS III (2010/11) questionnaire.,1,1,xhpsu,missing_expected_core_file,
11,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,weights_and_design,7,F4,S01,"This file contains household-member information from Section 1 - Household Roster of the questionnaire. It contains the following information: Demographic characteristics (including name, sex, age, relationship to the household head, birth place, marital status for persons aged 10 years or over, and caste/ethnicity), and identification of household members, and parents of household members (whe...",1,1,xhpsu,missing_expected_core_file,
11,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,weights_and_design,8,F48,S21,The file contains data for Section 21. Panel Sample Household Tracking Q (21.01 - 21.05) of the NLSS III (2010/11) questionnaire.,1,1,xhpsu,missing_expected_core_file,
