priority_rank,priority_score,idno,dataset,official_url,file_name,module_guess,unit_guess,candidate_categories,candidate_harmonized_variables,candidate_raw_variables_examples,candidate_variable_count,download_status,post_download_action,notes
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s03_co_tgo2021,agriculture,agriculture/plot,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;psu_or_cluster_id;shock_module_variable,s03q16;grappe;s03q01;s03q03;s03q04__1;s03q04__2;s03q04__3;s03q04__4;s03q04__5;s03q04__6;s03q05;s03q06,23,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s06_me_tgo2021,other,unknown,geography;shocks;survey_design,coping_borrowed;psu_or_cluster_id;rural,s06q01__3;grappe;s06q03;s06q04;s06q05;s06q06;s06q08;s06q09;s06q10;s06q11;s06q12;s06q13a,18,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,ehcvm_individu_tgo2021,demographics/roster,person,demographics;geography;health_need_access;survey_design,admin1_or_admin2;age;education;hhid;household_weight_or_person_weight;illness_or_injury_need;psu_or_cluster_id;rural,arrmal;couvmal;durarr;milieu;region;zaemil;grappe;hhid;hhweight;age;agemar;educ_hi,13,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,ehcvm_welfare_tgo2021,consumption/welfare,unknown,demographics;geography;survey_design,admin1_or_admin2;age;education;hhid;household_weight_or_person_weight;interview_date_or_survey_month;psu_or_cluster_id;rural;sex,milieu;region;grappe;hhid;hhweight;month;hage;heduc;hgender,9,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s02_me_tgo2021,other,unknown,demographics;geography;health_need_access;survey_design,admin1_or_admin2;age;education;psu_or_cluster_id;reason_not_sought_distance,s02q26;s02q09b;grappe;s02q06;s02q07;s02q09d;s02q09e__2;s02q09e__3;s02q09e__4,9,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s00_me_tgo2021,other,unknown,geography;survey_design,admin1_or_admin2;latitude_or_longitude;psu_or_cluster_id;rural,GPS__Latitude;GPS__Longitude;s00q01;s00q03;s00q04;s00q22;grappe;s00q07f1,8,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,ehcvm_nsu_tgo2021,consumption/welfare,unknown,geography;survey_design,admin1_or_admin2;household_weight_or_person_weight;rural;strata,milieu;region;poids;poids_moyen;q110a;s00q06;s00q07,7,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,ehcvm_conso_tgo2021,consumption/welfare,unknown,consumption;geography;survey_design,admin1_or_admin2;hhid;household_weight_or_person_weight;psu_or_cluster_id;rural;total_consumption_or_income,inclus;milieu;region;grappe;hhid;hhweight,6,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,ehcvm_prix_tgo2021,other,unknown,geography;survey_design,admin1_or_admin2;household_weight_or_person_weight;latitude_or_longitude;rural,latitude;longitude;milieu;region;poids,5,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s01_co_tgo2021,other,community/geography,health_need_access;shocks;survey_design,agriculture_livelihood;psu_or_cluster_id;reason_not_sought_distance;shock_module_variable,s01q10;grappe;s01q03__1;s01q08__3;s01q14__5,5,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s01_me_tgo2021,other,household,demographics;shocks;survey_design,age;coping_borrowed;household_head_marker;psu_or_cluster_id,grappe;s01q02;s01q04a;s01q10;s01q38,5,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,ehcvm_ponderations_tgo2021,other,unknown,geography;survey_design,admin1_or_admin2;household_weight_or_person_weight;psu_or_cluster_id;rural,s00q01;s00q04;grappe;poids,4,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s04b_me_tgo2021,other,unknown,demographics;health_need_access;survey_design,education;illness_or_injury_need;psu_or_cluster_id,s04q35;grappe;s04q49d;s04q49h,4,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s11_me_tgo2021,other,unknown,health_need_access;shocks;survey_design,coping_borrowed;psu_or_cluster_id;reason_not_sought_distance,s11q27;s11q29;grappe;s11q15,4,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s19_me_tgo2021,agriculture,agriculture/plot,demographics;shocks;survey_design,age;agriculture_livelihood;psu_or_cluster_id,grappe;s19q07;s19q00;s19q02,4,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,ehcvm_menage_tgo2021,other,household,shocks;survey_design,agriculture_livelihood;hhid;psu_or_cluster_id,grappe;hhid;superf,3,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s00_co_tgo2021,other,unknown,demographics;shocks;survey_design,age;agriculture_livelihood;psu_or_cluster_id,grappe;s00q03;s00q04__5,3,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s10b_me_tgo2021,agriculture,agriculture/plot,geography;shocks;survey_design,admin1_or_admin2;coping_borrowed;psu_or_cluster_id,s10q57;grappe;s10q45d,3,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s14a_me_tgo2021,shocks,unknown,demographics;survey_design,age;household_head_marker;psu_or_cluster_id,grappe;s14aq06;s14aq07,3,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s16a_me_tgo2021,agriculture,agriculture/plot,geography;survey_design,latitude_or_longitude;psu_or_cluster_id,s16aq45;s16aq47;grappe,3,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s17_me_tgo2021,other,agriculture/plot,health_expenditure;health_need_access;survey_design,care_sought;oop_health_expenditure;psu_or_cluster_id,s17q61;s17q61;grappe,3,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s04a_me_tgo2021,other,unknown,health_need_access;survey_design,care_sought;psu_or_cluster_id,s04q16;grappe,2,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s05_me_tgo2021,other,unknown,consumption;survey_design,food_consumption;psu_or_cluster_id,s05q08;grappe,2,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s07b_me_tgo2021,consumption/welfare,household,shocks;survey_design,agriculture_livelihood;psu_or_cluster_id,grappe;s07bq04,2,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s09a_me_tgo2021,consumption/welfare,unknown,consumption;survey_design,food_consumption;psu_or_cluster_id,s09aq07;grappe,2,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s10a_me_tgo2021,agriculture,agriculture/plot,shocks;survey_design,agriculture_livelihood;psu_or_cluster_id,grappe;s10q10,2,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s13_2_me_tgo2021,other,household,demographics;survey_design,age;psu_or_cluster_id,grappe;s13q14,2,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s16c_me_tgo2021,agriculture,agriculture/plot,shocks;survey_design,agriculture_livelihood;psu_or_cluster_id,grappe;s16cq16b_bis,2,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s16d_me_tgo2021,agriculture,agriculture/plot,health_need_access;survey_design,psu_or_cluster_id;reason_not_sought_distance,s16dq20__4;grappe,2,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s20a_me_tgo2021,consumption/welfare,unknown,demographics;survey_design,education;psu_or_cluster_id,grappe;s20aq07__3,2,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s02_co_tgo2021,other,unknown,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s04c_me_tgo2021,other,unknown,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s07a_1_me_tgo2021,consumption/welfare,household,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s07a_2_me_tgo2021,consumption/welfare,household,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s08a_me_tgo2021,other,unknown,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s09b_me_tgo2021,consumption/welfare,unknown,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s09c_me_tgo2021,consumption/welfare,unknown,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s09d_me_tgo2021,consumption/welfare,unknown,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s09e_me_tgo2021,consumption/welfare,unknown,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s09f_me_tgo2021,consumption/welfare,unknown,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s12_me_tgo2021,other,household,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s13_1_me_tgo2021,other,household,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s15_me_tgo2021,other,unknown,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s16b_me_tgo2021,agriculture,agriculture/plot,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s18_1_me_tgo2021,other,unknown,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s18_2_me_tgo2021,other,unknown,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s18_3_me_tgo2021,other,unknown,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s20b_1_me_tgo2021,other,unknown,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s20b_2_me_tgo2021,other,unknown,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s20b_3_me_tgo2021,other,unknown,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
23,17,TGO_2021_EHCVM-2_v01_M,"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; TGO_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6279/get-microdata,s20c_me_tgo2021,geography,community/geography,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
24,16,ALB_2005_LSMS_v01_M,Albania - Living Standards Measurement Survey 2005 (2005; ALB_2005_LSMS_v01_M),https://microdata.worldbank.org/catalog/64/get-microdata,community_all,other,community/geography,demographics;geography;health_need_access;shocks;survey_design,admin1_or_admin2;age;agriculture_livelihood;asset_index_or_asset_variable;care_not_sought_reason;coping_borrowed;education;interview_date_or_survey_month;pid;psu_or_cluster_id;reason_not_sought_distance;rural;sex,m06q05;m2_q05_1;m2_q05_2;m2_q05_3;m2_q05_4;m2_q05_5;m2_q05_6;m3a02_01;m3a02_02;m3a02_03;m3a02_04;m3a02_05,135,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
24,16,ALB_2005_LSMS_v01_M,Albania - Living Standards Measurement Survey 2005 (2005; ALB_2005_LSMS_v01_M),https://microdata.worldbank.org/catalog/64/get-microdata,community_dups,other,community/geography,demographics;geography;health_need_access;shocks;survey_design,admin1_or_admin2;age;agriculture_livelihood;asset_index_or_asset_variable;care_not_sought_reason;coping_borrowed;education;interview_date_or_survey_month;pid;psu_or_cluster_id;reason_not_sought_distance;rural;sex,m06q05;m2_q05_1;m2_q05_2;m2_q05_3;m2_q05_4;m2_q05_5;m2_q05_6;m3a02_01;m3a02_02;m3a02_03;m3a02_04;m3a02_05,135,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
24,16,ALB_2005_LSMS_v01_M,Albania - Living Standards Measurement Survey 2005 (2005; ALB_2005_LSMS_v01_M),https://microdata.worldbank.org/catalog/64/get-microdata,agriculture_hhlevel,agriculture,household,demographics;geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;asset_index_or_asset_variable;coping_borrowed;hhid;household_weight_or_person_weight;psu_or_cluster_id;reason_not_sought_cost;reason_not_sought_distance;rural;strata,fallow_expmachines;fallow_expseeds;fallow_toofar;cropland_b;distcode;districtmarket_cropsold;districtmarket_treesold;fallow_b;hhplots_b;ilandcul_b;ilandlen_b;irrigated_b,91,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
24,16,ALB_2005_LSMS_v01_M,Albania - Living Standards Measurement Survey 2005 (2005; ALB_2005_LSMS_v01_M),https://microdata.worldbank.org/catalog/64/get-microdata,healthA_cl,health,community/geography,demographics;health_expenditure;health_need_access;shocks;survey_design,age;hhid;illness_or_injury_need;oop_health_expenditure;psu_or_cluster_id;reason_not_sought_distance;shock_module_variable,m9a_q16;m9a_q20;m9a_q22;m9a_q23;m9a_q28;m9a_q32;m9a_q34;m9a_q35;m9a_q38;m9a_q41;m9a_q42;m9a_q43,49,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
