variable_name,status,dtype_2024,dtype_2025,dtype_changed,label_2024,label_2025,label_changed
TJB4_SMTHLY2,common,integer,integer,False,Suppressed,Suppressed,False
TJB4_SMTHLY3,common,integer,integer,False,Suppressed,Suppressed,False
TJB4_STRTYR,common,integer,integer,False,In what year did ... begin this job/business?,Suppressed,True
TJB4_TXAMT,common,integer,integer,False,A variable describing how much the respondent received in tips payments in the reference month.,A variable describing how much the respondent received in tips payments in the reference month.,False
TJB4_WKHRS1,common,integer,integer,False,Hours worked at job 4 in week 1.,Hours worked at job 4 in week 1.,False
TJB4_WKHRS2,common,integer,integer,False,Hours worked at job 4 in week 2.,Hours worked at job 4 in week 2.,False
TJB4_WKHRS3,common,integer,integer,False,Hours worked at job 4 in week 3.,Hours worked at job 4 in week 3.,False
TJB4_WKHRS4,common,integer,integer,False,Hours worked at job 4 in week 4.,Hours worked at job 4 in week 4.,False
TJB4_WKHRS5,common,integer,integer,False,Hours worked at job 4 in week 5.,Hours worked at job 4 in week 5.,False
TJB4_WKLY1,common,integer,integer,False,What is/was the gross dollar amount of ... first weekly pay rate before any taxes and other deductions?,What is/was the gross dollar amount of ... first weekly pay rate before any taxes and other deductions?,False
TJB4_WKLY2,common,integer,integer,False,Suppressed,Suppressed,False
TJB4_WKLY3,common,integer,integer,False,Suppressed,Suppressed,False
TJB4_WKSUM1,common,integer,integer,False,Recode of amount of wage/salary earnings for week 1 of job 4,Recode of amount of wage/salary earnings for week 1 of job 4,False
TJB4_WKSUM2,common,integer,integer,False,Recode of amount of wage/salary earnings for week 2 of job 4,Recode of amount of wage/salary earnings for week 2 of job 4,False
TJB4_WKSUM3,common,integer,integer,False,Recode of amount of wage/salary earnings for week 3 of job 4,Recode of amount of wage/salary earnings for week 3 of job 4,False
TJB4_WKSUM4,common,integer,integer,False,Recode of amount of wage/salary earnings for week 4 of job 4,Recode of amount of wage/salary earnings for week 4 of job 4,False
TJB4_WKSUM5,common,integer,integer,False,Recode of amount of wage/salary earnings for week 5 of job 4,Recode of amount of wage/salary earnings for week 5 of job 4,False
TJB4_WSBEG,common,integer,integer,False,Edited variable indicating typical work schedule start time,Edited variable indicating typical work schedule start time,False
TJB4_WSEND,common,integer,integer,False,Edited variable indicating typical work schedule end time,Edited variable indicating typical work schedule end time,False
TJB5_ANNSAL1,common,integer,integer,False,What is/was the gross dollar amount of ... first annual salary before any taxes and other deductions?,What is/was the gross dollar amount of ... first annual salary before any taxes and other deductions?,False
TJB5_ANNSAL2,common,integer,integer,False,What is/was the gross dollar amount of ... second annual salary before any taxes and other deductions?,Suppressed,True
TJB5_ANNSAL3,common,integer,integer,False,Suppressed,Suppressed,False
TJB5_BWKLY1,common,integer,integer,False,Suppressed,Suppressed,False
TJB5_BWKLY2,common,integer,integer,False,Suppressed,Suppressed,False
TJB5_BWKLY3,common,integer,integer,False,Suppressed,Suppressed,False
TJB5_BXAMT,common,integer,integer,False,Suppressed,Suppressed,False
TJB5_CXAMT,common,integer,integer,False,A variable describing how much the respondent received in commission payments in the reference month.,A variable describing how much the respondent received in commission payments in the reference month.,False
TJB5_EMPALL,common,integer,integer,False,About how many people are employed by ... at ALL LOCATIONS together?,Suppressed,True
TJB5_EMPB,common,integer,integer,False,"What is the maximum number of employees, including ..., working for ... at any given time?","What is the maximum number of employees, including ..., working for ... at any given time?",False
TJB5_GAMT1,common,integer,integer,False,What is/was the gross dollar amount of ... actual gross pay before any taxes and other deductions?,Suppressed,True
TJB5_HOURLY1,common,integer,float,True,What is/was the gross dollar amount of ... first hourly pay rate before any taxes and other deductions?,What is/was the gross dollar amount of ... first hourly pay rate before any taxes and other deductions?,False
TJB5_HOURLY2,common,integer,integer,False,Suppressed,Suppressed,False
TJB5_HOURLY3,common,integer,integer,False,Suppressed,Suppressed,False
TJB5_IMBMIC,common,integer,integer,False,Edited variable indicating how many miles reimbursed of one-way miles driven,Suppressed,True
TJB5_IND,common,string,string,False,Industry code,Industry code,False
TJB5_JOBHRS1,common,integer,integer,False,First number of hours worked per week within a job.,First number of hours worked per week within a job.,False
TJB5_JOBHRS2,common,integer,integer,False,Second number of hours worked per week within a job.,Suppressed,True
TJB5_JOBHRS3,common,integer,integer,False,Suppressed,Suppressed,False
TJB5_MSUM,common,integer,integer,False,"Monthly earnings from job 5, varying with the number of days in the month.","Monthly earnings from job 5, varying with the number of days in the month.",False
TJB5_MSUMALT,common,integer,integer,False,Alternate recode for monthly sum of earnings from job 5 that does not vary with the number of days in the month.,Alternate recode for monthly sum of earnings from job 5 that does not vary with the number of days in the month.,False
TJB5_MTHLY1,common,integer,integer,False,Suppressed,Suppressed,False
TJB5_MTHLY2,common,integer,integer,False,Suppressed,Suppressed,False
TJB5_MTHLY3,common,integer,integer,False,Suppressed,Suppressed,False
TJB5_MWKHRS,common,float,float,False,"Average number of hours worked per week at job 5 during the reference month.  The average includes all weeks in the reference month.  Weeks before the job began, after the job ended, and during an away without pay spell are counted as 0 hours worked","Average number of hours worked per week at job 5 during the reference month.  The average includes all weeks in the reference month.  Weeks before the job began, after the job ended, and during an away without pay spell are counted as 0 hours worked",False
TJB5_OCC,common,string,string,False,Occupation code,Occupation code,False
TJB5_OINCAMT,common,integer,integer,False,Suppressed,Suppressed,False
TJB5_OTHER1,common,integer,integer,False,Suppressed,Suppressed,False
TJB5_OTHER2,common,integer,integer,False,Suppressed,Suppressed,False
TJB5_OTHER3,common,integer,integer,False,Suppressed,Suppressed,False
TJB5_OXAMT,common,integer,integer,False,A variable describing how much the respondent received in overtime payments in the reference month.,Suppressed,True
TJB5_PRFTB,common,integer,integer,False,Annual amount of profit/loss a business made after correcting for any salary/wages that may have been paid to the owner.,Annual amount of profit/loss a business made after correcting for any salary/wages that may have been paid to the owner.,False
TJB5_PVMILE,common,integer,integer,False,Edited variable indicating miles driven to work one way,Edited variable indicating miles driven to work one way,False
TJB5_PVOEXPC,common,integer,integer,False,Suppressed,Suppressed,False
TJB5_PVOTHRC,common,integer,integer,False,Suppressed,Suppressed,False
TJB5_PVPARKC,common,integer,integer,False,Suppressed,Suppressed,False
TJB5_PVTIME,common,integer,integer,False,Edited variable indicating one way travel time to work in minutes,Edited variable indicating one way travel time to work in minutes,False
TJB5_SMTHLY1,common,integer,integer,False,Suppressed,Suppressed,False
TJB5_SMTHLY2,common,integer,integer,False,Suppressed,Suppressed,False
TJB5_SMTHLY3,common,integer,integer,False,Suppressed,Suppressed,False
TJB5_STRTYR,common,integer,integer,False,Suppressed,Suppressed,False
TJB5_TXAMT,common,integer,integer,False,A variable describing how much the respondent received in tips payments in the reference month.,Suppressed,True
TJB5_WKHRS1,common,integer,integer,False,Hours worked at job 5 in week 1.,Hours worked at job 5 in week 1.,False
TJB5_WKHRS2,common,integer,integer,False,Hours worked at job 5 in week 2.,Hours worked at job 5 in week 2.,False
TJB5_WKHRS3,common,integer,integer,False,Hours worked at job 5 in week 3.,Hours worked at job 5 in week 3.,False
TJB5_WKHRS4,common,integer,integer,False,Hours worked at job 5 in week 4.,Hours worked at job 5 in week 4.,False
TJB5_WKHRS5,common,integer,integer,False,Hours worked at job 5 in week 5.,Hours worked at job 5 in week 5.,False
TJB5_WKLY1,common,integer,integer,False,What is/was the gross dollar amount of ... the first weekly pay rate before any taxes and other deductions?,Suppressed,True
TJB5_WKLY2,common,integer,integer,False,Suppressed,Suppressed,False
TJB5_WKLY3,common,integer,integer,False,Suppressed,Suppressed,False
TJB5_WKSUM1,common,integer,integer,False,Recode of amount of wage/salary earnings for week 1 of job 5,Recode of amount of wage/salary earnings for week 1 of job 5,False
TJB5_WKSUM2,common,integer,integer,False,Recode of amount of wage/salary earnings for week 2 of job 5,Recode of amount of wage/salary earnings for week 2 of job 5,False
TJB5_WKSUM3,common,integer,integer,False,Recode of amount of wage/salary earnings for week 3 of job 5,Recode of amount of wage/salary earnings for week 3 of job 5,False
TJB5_WKSUM4,common,integer,integer,False,Recode of amount of wage/salary earnings for week 4 of job 5,Recode of amount of wage/salary earnings for week 4 of job 5,False
TJB5_WKSUM5,common,integer,integer,False,Recode of amount of wage/salary earnings for week 5 of job 5,Recode of amount of wage/salary earnings for week 5 of job 5,False
TJB5_WSBEG,common,integer,integer,False,Edited variable indicating typical work schedule start time,Edited variable indicating typical work schedule start time,False
TJB5_WSEND,common,integer,integer,False,Edited variable indicating typical work schedule end time,Edited variable indicating typical work schedule end time,False
TJB6_ANNSAL1,common,integer,integer,False,What is/was the gross dollar amount of ... first annual salary before any taxes and other deductions?,Suppressed,True
TJB6_ANNSAL2,common,integer,integer,False,Suppressed,Suppressed,False
TJB6_ANNSAL3,common,integer,integer,False,Suppressed,Suppressed,False
TJB6_BWKLY1,common,integer,integer,False,Suppressed,Suppressed,False
TJB6_BWKLY2,common,integer,integer,False,Suppressed,Suppressed,False
TJB6_BWKLY3,common,integer,integer,False,Suppressed,Suppressed,False
TJB6_BXAMT,common,integer,integer,False,Suppressed,Suppressed,False
TJB6_CXAMT,common,integer,integer,False,Suppressed,A variable describing how much the respondent received in commission payments in the reference month.,True
TJB6_EMPALL,common,integer,integer,False,About how many people are employed by ... at ALL LOCATIONS together?,Suppressed,True
TJB6_EMPB,common,integer,integer,False,"What is the maximum number of employees, including ..., working for ... at any given time?","What is the maximum number of employees, including ..., working for ... at any given time?",False
TJB6_GAMT1,common,integer,integer,False,Suppressed,Suppressed,False
TJB6_HOURLY1,common,integer,integer,False,What is/was the gross dollar amount of ... first hourly pay rate before any taxes and other deductions?,Suppressed,True
TJB6_HOURLY2,common,integer,integer,False,Suppressed,Suppressed,False
TJB6_HOURLY3,common,integer,integer,False,Suppressed,Suppressed,False
TJB6_IMBMIC,common,integer,integer,False,Suppressed,Suppressed,False
TJB6_IND,common,string,string,False,Industry code,Industry code,False
TJB6_JOBHRS1,common,integer,integer,False,First number of hours worked per week within a job.,First number of hours worked per week within a job.,False
TJB6_JOBHRS2,common,integer,integer,False,Suppressed,Suppressed,False
TJB6_JOBHRS3,common,integer,integer,False,Suppressed,Suppressed,False
TJB6_MSUM,common,integer,integer,False,"Monthly earnings from job 6, varying with the number of days in the month.","Monthly earnings from job 6, varying with the number of days in the month.",False
TJB6_MSUMALT,common,integer,integer,False,Alternate recode for monthly sum of earnings from job 6 that does not vary with the number of days in the month.,Alternate recode for monthly sum of earnings from job 6 that does not vary with the number of days in the month.,False
TJB6_MTHLY1,common,integer,integer,False,Suppressed,Suppressed,False
TJB6_MTHLY2,common,integer,integer,False,Suppressed,Suppressed,False
TJB6_MTHLY3,common,integer,integer,False,Suppressed,Suppressed,False
TJB6_MWKHRS,common,integer,integer,False,"Average number of hours worked per week at job 6 during the reference month.  The average includes all weeks in the reference month.  Weeks before the job began, after the job ended, and during an away without pay spell are counted as 0 hours worked","Average number of hours worked per week at job 6 during the reference month.  The average includes all weeks in the reference month.  Weeks before the job began, after the job ended, and during an away without pay spell are counted as 0 hours worked",False
TJB6_OCC,common,string,string,False,Occupation code,Occupation code,False
TJB6_OINCAMT,common,integer,integer,False,Suppressed,Suppressed,False
TJB6_OTHER1,common,integer,integer,False,Suppressed,Suppressed,False
TJB6_OTHER2,common,integer,integer,False,Suppressed,Suppressed,False
TJB6_OTHER3,common,integer,integer,False,Suppressed,Suppressed,False
TJB6_OXAMT,common,integer,integer,False,Suppressed,Suppressed,False
TJB6_PRFTB,common,integer,integer,False,Annual amount of profit/loss a business made after correcting for any salary/wages that may have been paid to the owner.,Annual amount of profit/loss a business made after correcting for any salary/wages that may have been paid to the owner.,False
TJB6_PVMILE,common,integer,integer,False,Edited variable indicating miles driven to work one way,Edited variable indicating miles driven to work one way,False
TJB6_PVOEXPC,common,integer,integer,False,Suppressed,Suppressed,False
TJB6_PVOTHRC,common,integer,integer,False,Suppressed,Suppressed,False
TJB6_PVPARKC,common,integer,integer,False,Suppressed,Suppressed,False
TJB6_PVTIME,common,integer,integer,False,Edited variable indicating one way travel time to work in minutes,Edited variable indicating one way travel time to work in minutes,False
TJB6_SMTHLY1,common,integer,integer,False,Suppressed,Suppressed,False
TJB6_SMTHLY2,common,integer,integer,False,Suppressed,Suppressed,False
TJB6_SMTHLY3,common,integer,integer,False,Suppressed,Suppressed,False
TJB6_STRTYR,common,integer,integer,False,Suppressed,Suppressed,False
TJB6_TXAMT,common,integer,integer,False,Suppressed,Suppressed,False
TJB6_WKHRS1,common,integer,integer,False,Hours worked at job 6 in week 1.,Hours worked at job 6 in week 1.,False
TJB6_WKHRS2,common,integer,integer,False,Hours worked at job 6 in week 2.,Hours worked at job 6 in week 2.,False
TJB6_WKHRS3,common,integer,integer,False,Hours worked at job 6 in week 3.,Hours worked at job 6 in week 3.,False
TJB6_WKHRS4,common,integer,integer,False,Hours worked at job 6 in week 4.,Hours worked at job 6 in week 4.,False
TJB6_WKHRS5,common,integer,integer,False,Hours worked at job 6 in week 5.,Suppressed,True
TJB6_WKLY1,common,integer,integer,False,Suppressed,Suppressed,False
TJB6_WKLY2,common,integer,integer,False,Suppressed,Suppressed,False
TJB6_WKLY3,common,integer,integer,False,Suppressed,Suppressed,False
TJB6_WKSUM1,common,integer,integer,False,Recode of amount of wage/salary earnings for week 1 of job 6,Recode of amount of wage/salary earnings for week 1 of job 6,False
TJB6_WKSUM2,common,integer,integer,False,Recode of amount of wage/salary earnings for week 2 of job 6,Recode of amount of wage/salary earnings for week 2 of job 6,False
TJB6_WKSUM3,common,integer,integer,False,Recode of amount of wage/salary earnings for week 3 of job 6,Recode of amount of wage/salary earnings for week 3 of job 6,False
TJB6_WKSUM4,common,integer,integer,False,Recode of amount of wage/salary earnings for week 4 of job 6,Recode of amount of wage/salary earnings for week 4 of job 6,False
TJB6_WKSUM5,common,integer,integer,False,Recode of amount of wage/salary earnings for week 5 of job 6,Suppressed,True
TJB6_WSBEG,common,integer,integer,False,Edited variable indicating typical work schedule start time,Edited variable indicating typical work schedule start time,False
TJB6_WSEND,common,integer,integer,False,Edited variable indicating typical work schedule end time,Edited variable indicating typical work schedule end time,False
TJB7_ANNSAL1,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_ANNSAL2,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_ANNSAL3,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_BWKLY1,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_BWKLY2,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_BWKLY3,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_BXAMT,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_CXAMT,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_EMPALL,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_EMPB,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_GAMT1,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_HOURLY1,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_HOURLY2,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_HOURLY3,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_IMBMIC,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_IND,common,string,string,False,Suppressed,Suppressed,False
TJB7_JOBHRS1,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_JOBHRS2,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_JOBHRS3,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_MSUM,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_MSUMALT,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_MTHLY1,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_MTHLY2,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_MTHLY3,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_MWKHRS,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_OCC,common,string,string,False,Suppressed,Suppressed,False
TJB7_OINCAMT,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_OTHER1,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_OTHER2,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_OTHER3,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_OXAMT,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_PRFTB,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_PVMILE,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_PVOEXPC,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_PVOTHRC,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_PVPARKC,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_PVTIME,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_SMTHLY1,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_SMTHLY2,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_SMTHLY3,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_STRTYR,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_TXAMT,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_WKHRS1,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_WKHRS2,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_WKHRS3,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_WKHRS4,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_WKHRS5,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_WKLY1,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_WKLY2,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_WKLY3,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_WKSUM1,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_WKSUM2,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_WKSUM3,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_WKSUM4,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_WKSUM5,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_WSBEG,common,integer,integer,False,Suppressed,Suppressed,False
TJB7_WSEND,common,integer,integer,False,Suppressed,Suppressed,False
TJOBDNC_MED,common,integer,integer,False,Median of topcoded values for TJOMCBDINC,Median of topcoded values for TJOMCBDINC,False
TJOBDNC_STD,common,integer,integer,False,Standard deviation of topcoded values for TJOMCBDINC,Standard deviation of topcoded values for TJOMCBDINC,False
TJOBDVL_MED,common,integer,integer,False,Median of topcoded values for TJOMCBDVAL,Median of topcoded values for TJOMCBDVAL,False
TJOBDVL_STD,common,integer,integer,False,Standard deviation of topcoded values for TJOMCBDVAL,Standard deviation of topcoded values for TJOMCBDVAL,False
TJOCDINC,common,integer,integer,False,Share of total interest income earned over the reference period from jointly-owned certificates of deposit [for respondents without a spouse in the household either at the end of the reference period or at the time of interview].,Share of total interest income earned over the reference period from jointly-owned certificates of deposit [for respondents without a spouse in the household either at the end of the reference period or at the time of interview].,False
TJOCDNC_MED,common,integer,integer,False,Median of topcoded values for TJOCDINC,Median of topcoded values for TJOCDINC,False
TJOCDNC_STD,common,integer,integer,False,Standard deviation of topcoded values for TJOCDINC,Standard deviation of topcoded values for TJOCDINC,False
TJOCDVAL,common,integer,integer,False,Share of value of jointly-owned certificates of deposit (CDs) as of the last day of the reference period [for respondents without a spouse in the household either at the end of the reference period or at the time of interview].,Share of value of jointly-owned certificates of deposit (CDs) as of the last day of the reference period [for respondents without a spouse in the household either at the end of the reference period or at the time of interview].,False
TJOCDVL_MED,common,integer,integer,False,Median of topcoded values for TJOCDVAL,Median of topcoded values for TJOCDVAL,False
TJOCDVL_STD,common,integer,integer,False,Standard deviation of topcoded values for TJOCDVAL,Standard deviation of topcoded values for TJOCDVAL,False
TJOCHKINC,common,integer,integer,False,Share of total interest income earned over the reference period from jointly-owned checking accounts [for respondents without a spouse in the household either at the end of the reference period or at the time of interview].,Share of total interest income earned over the reference period from jointly-owned checking accounts [for respondents without a spouse in the household either at the end of the reference period or at the time of interview].,False
TJOCHKVAL,common,integer,integer,False,Share of value of jointly-owned checking accounts as of the last day of the reference period [for respondents without a spouse in the household either at the end of the reference period or at the time of interview].,Share of value of jointly-owned checking accounts as of the last day of the reference period [for respondents without a spouse in the household either at the end of the reference period or at the time of interview].,False
TJOCKINC_MED,common,integer,integer,False,Median of topcoded values for TJOCHKINC,Median of topcoded values for TJOCHKINC,False
TJOCKINC_STD,common,integer,integer,False,Standard deviation of topcoded values for TJOCHKINC,Standard deviation of topcoded values for TJOCHKINC,False
TJOCKVL_MED,common,integer,integer,False,Median of topcoded values for TJOCHKVAL,Median of topcoded values for TJOCHKVAL,False
TJOCKVL_STD,common,integer,integer,False,Standard deviation of topcoded values for TJOCHKVAL,Standard deviation of topcoded values for TJOCHKVAL,False
TJOGOVSINC,common,integer,integer,False,Share of total interest income earned over the reference period from jointly-owned government securities [for respondents without a spouse in the household either at the end of the reference period or at the time of interview].,Share of total interest income earned over the reference period from jointly-owned government securities [for respondents without a spouse in the household either at the end of the reference period or at the time of interview].,False
TJOGOVSVAL,common,integer,integer,False,Share of value of jointly-owned government securities as of the last day of the reference period [for respondents without a spouse in the household either at the end of the reference period or at the time of interview].,Share of value of jointly-owned government securities as of the last day of the reference period [for respondents without a spouse in the household either at the end of the reference period or at the time of interview].,False
TJOGRNC_MED,common,integer,integer,False,Median of topcoded values for TJORPGROINC,Median of topcoded values for TJORPGROINC,False
TJOGRNC_STD,common,integer,integer,False,Standard deviation of topcoded values for TJORPGROINC,Standard deviation of topcoded values for TJORPGROINC,False
TJOGVNC_MED,common,integer,integer,False,Median of topcoded values for TJOGOVSINC,Median of topcoded values for TJOGOVSINC,False
TJOGVNC_STD,common,integer,integer,False,Standard deviation of topcoded values for TJOGOVSINC,Standard deviation of topcoded values for TJOGOVSINC,False
TJOGVVL_MED,common,integer,integer,False,Median of topcoded values for TJOGOVSVAL,Median of topcoded values for TJOGOVSVAL,False
TJOGVVL_STD,common,integer,integer,False,Standard deviation of topcoded values for TJOGOVSVAL,Standard deviation of topcoded values for TJOGOVSVAL,False
TJOMCBDINC,common,integer,integer,False,Share of total interest income earned over the reference period from jointly-owned municipal and corporate bonds [for respondents without a spouse in the household either at the end of the reference period or at the time of interview].,Share of total interest income earned over the reference period from jointly-owned municipal and corporate bonds [for respondents without a spouse in the household either at the end of the reference period or at the time of interview].,False
TJOMCBDVAL,common,integer,integer,False,Share of value of jointly-owned municipal and corporate bonds as of the last day of the reference period [for respondents without a spouse in the household either at the end of the reference period or at the time of interview].,Share of value of jointly-owned municipal and corporate bonds as of the last day of the reference period [for respondents without a spouse in the household either at the end of the reference period or at the time of interview].,False
TJOMFINC,common,integer,integer,False,Share of dividend income earned over the reference period from jointly-owned mutual funds [for respondents without a spouse in the household either at the end of the reference period or at the time of interview].,Share of dividend income earned over the reference period from jointly-owned mutual funds [for respondents without a spouse in the household either at the end of the reference period or at the time of interview].,False
TJOMFNC_MED,common,integer,integer,False,Median of topcoded values for TJOMFINC,Median of topcoded values for TJOMFINC,False
TJOMFNC_STD,common,integer,integer,False,Standard deviation of topcoded values for TJOMFINC,Standard deviation of topcoded values for TJOMFINC,False
TJOMFVAL,common,integer,integer,False,Share of value of jointly-owned mutual funds as of the last day of the reference period [for respondents without a spouse in the household either at the end of the reference period or at the time of interview].,Share of value of jointly-owned mutual funds as of the last day of the reference period [for respondents without a spouse in the household either at the end of the reference period or at the time of interview].,False
TJOMFVL_MED,common,integer,integer,False,Median of topcoded values for TJOMFVAL,Median of topcoded values for TJOMFVAL,False
TJOMFVL_STD,common,integer,integer,False,Standard deviation of topcoded values for TJOMFVAL,Standard deviation of topcoded values for TJOMFVAL,False
TJOMMINC,common,integer,integer,False,Share of total interest income earned over the reference period from jointly-owned money market deposit accounts and money market funds [for respondents without a spouse in the household either at the end of the reference period or at the time of interview,Share of total interest income earned over the reference period from jointly-owned money market deposit accounts and money market funds [for respondents without a spouse in the household either at the end of the reference period or at the time of interview,False
TJOMMNC_MED,common,integer,integer,False,Median of topcoded values for TJOMMINC,Median of topcoded values for TJOMMINC,False
TJOMMNC_STD,common,integer,integer,False,Standard deviation of topcoded values for TJOMMINC,Standard deviation of topcoded values for TJOMMINC,False
TJOMMVAL,common,integer,integer,False,Share of value of jointly-owned money market deposit accounts and money market funds as of the last day of the reference period [for respondents without a spouse in the household either at the end of the reference period or at the time of interview].,Share of value of jointly-owned money market deposit accounts and money market funds as of the last day of the reference period [for respondents without a spouse in the household either at the end of the reference period or at the time of interview].,False
TJOMMVL_MED,common,integer,integer,False,Median of topcoded values for TJOMMVAL,Median of topcoded values for TJOMMVAL,False
TJOMMVL_STD,common,integer,integer,False,Standard deviation of topcoded values for TJOMMVAL,Standard deviation of topcoded values for TJOMMVAL,False
TJONET_BMEAN,common,integer,integer,False,Mean of bottomcoded values for TJORPNETINC,Mean of bottomcoded values for TJORPNETINC,False
TJONET_BMED,common,integer,integer,False,Median of bottomcoded values for TJORPNETINC,Median of bottomcoded values for TJORPNETINC,False
TJONET_BSTD,common,integer,integer,False,Standard deviation of bottomcoded values for TJORPNETINC,Standard deviation of bottomcoded values for TJORPNETINC,False
TJONET_TMED,common,integer,integer,False,Median of topcoded values for TJORPNETINC,Median of topcoded values for TJORPNETINC,False
TJONET_TSTD,common,integer,integer,False,Standard deviation of topcoded values for TJORPNETINC,Standard deviation of topcoded values for TJORPNETINC,False
TJOREDEBTVAL,common,integer,integer,False,Share of debt against jointly-owned other real estate as of the last day of the reference period [for respondents without a spouse in the household either at the end of the reference period or at the time of interview].,Share of debt against jointly-owned other real estate as of the last day of the reference period [for respondents without a spouse in the household either at the end of the reference period or at the time of interview].,False
TJOREDT_MED,common,integer,integer,False,Median of topcoded values for TJOREDEBTVAL,Median of topcoded values for TJOREDEBTVAL,False
TJOREDT_STD,common,integer,integer,False,Standard deviation of topcoded values for TJOREDEBTVAL,Standard deviation of topcoded values for TJOREDEBTVAL,False
TJOREVAL,common,integer,integer,False,Share of value of jointly-owned other real estate as of the last day of the reference period [for respondents without a spouse in the household either at the end of the reference period or at the time of interview].,Share of value of jointly-owned other real estate as of the last day of the reference period [for respondents without a spouse in the household either at the end of the reference period or at the time of interview].,False
TJOREVL_MED,common,integer,integer,False,Median of topcoded values for TJOREVAL,Median of topcoded values for TJOREVAL,False
TJOREVL_STD,common,integer,integer,False,Standard deviation of topcoded values for TJOREVAL,Standard deviation of topcoded values for TJOREVAL,False
TJORPDEBTVAL,common,integer,integer,False,Share of total debt against jointly-owned rental property as of the last day of the reference period [for respondents without a spouse in the household either at the end of the reference period or at the time of interview].,Share of total debt against jointly-owned rental property as of the last day of the reference period [for respondents without a spouse in the household either at the end of the reference period or at the time of interview].,False
TJORPDT_MED,common,integer,integer,False,Median of topcoded values for TJORPDEBTVAL,Median of topcoded values for TJORPDEBTVAL,False
TJORPDT_STD,common,integer,integer,False,Standard deviation of topcoded values for TJORPDEBTVAL,Standard deviation of topcoded values for TJORPDEBTVAL,False
TJORPGROINC,common,integer,integer,False,Share of total gross income earned over the reference period from jointly-owned rental property [for respondents without a spouse in the household either at the end of the reference period or at the time of interview].,Share of total gross income earned over the reference period from jointly-owned rental property [for respondents without a spouse in the household either at the end of the reference period or at the time of interview].,False
TJORPNETINC,common,integer,integer,False,Share of net income earned over the reference period from jointly-owned rental property [for respondents without a spouse in the household either at the end of the reference period or at the time of interview].,Share of net income earned over the reference period from jointly-owned rental property [for respondents without a spouse in the household either at the end of the reference period or at the time of interview].,False
TJORPVAL,common,integer,integer,False,Share of value of jointly-owned rental property as of the last day of the reference period [for respondents without a spouse in the household either at the end of the reference period or at the time of interview].,Share of value of jointly-owned rental property as of the last day of the reference period [for respondents without a spouse in the household either at the end of the reference period or at the time of interview].,False
TJORPVL_MED,common,integer,integer,False,Median of topcoded values for TJORPVAL,Median of topcoded values for TJORPVAL,False
