variable_name,years_present,n_years_present,label_description,universe_restrictions,record_level_inferred,code_list_or_range,recommended_construction_use,harmonization_safe_initial,recoding_needed_initial,missingness_visible_in_metadata
TJB4_IND,2018;2019;2020;2021;2022;2023;2024,7,Industry code,"EJB4_JBORSE in (1,2,3)",unknown,"value_map:31c00476aa574858: 0170 Crop production 0180 Animal production and aquaculture 0190 Forestry except logging 0270 Logging 0280 Fishing, hunting and trapping 0290 Support activities for agriculture and forestry 0370 Oil and gas extraction 0380 Coal mining 0390 Metal ore mining 0470 Nonmetallic mineral mining and quarrying 0490 Support activities for mining and not specified type of mining 0770 Construction (the cleaning of buildings and dwellings is incidental during construction and imme",,True,True,
TJB4_JOBHRS1,2018;2019;2020;2021;2022;2023;2024,7,First number of hours worked per week within a job.,"EJB4_JBORSE in (1,2,3)",unknown,value_map:879ddae182abef70: Min: 0 Max: 99 | value_map:fe614db5db23605c: Minimum: 0 Maximum: 99 | value_map:c1a850afd26f5b35: 0:99,,True,True,
TJB4_JOBHRS2,2018;2019;2020;2021;2022;2023;2024,7,Second number of hours worked per week within a job.,EJB4_CHHOUR1 = 1,unknown,value_map:879ddae182abef70: Min: 0 Max: 99 | value_map:fe614db5db23605c: Minimum: 0 Maximum: 99 | value_map:c1a850afd26f5b35: 0:99,,True,True,
TJB4_JOBHRS3,2018;2019;2020;2021;2022;2023;2024,7,"Suppressed Length: 2 Status Flag: AJB4_JOBHRS3 Printed On: Monday, August 17, 2020 Page 1747",EJB4_CHHOUR2 = 1,unknown,value_map:fe614db5db23605c: Minimum: 0 Maximum: 99 | value_map:5b92f7bd2f10015a: Minimum: Maximum:,,True,True,
TJB4_MSUM,2018;2019;2020;2021;2022;2023;2024,7,"Monthly earnings from job 4, varying with the number of days in the month.",EJB4_BMONTH <= MONTHCODE <= EJB4_EMONTH,monthly,"value_map:fc1180defa5dd509: Min: $0 Max: $99,999,999 | value_map:32b558d81e1fa606: Minimum: $0 Maximum: $99,999,999 | value_map:dc480cc75dec5a0a: $0:$9,999,999",,True,True,
TJB4_MSUMALT,2018;2019;2020;2021;2022;2023;2024,7,Alternate recode for monthly sum of earnings from job 4 that does not vary with the number of days in the month.,EJB4_BMONTH <= MONTHCODE <= EJB4_EMONTH,monthly,"value_map:fc1180defa5dd509: Min: $0 Max: $99,999,999 | value_map:32b558d81e1fa606: Minimum: $0 Maximum: $99,999,999 | value_map:b33924abdd61f406: $0:$99,999,999",,True,True,
TJB4_MTHLY1,2018;2019;2020;2021;2022;2023;2024,7,What is/was the gross dollar amount of ... first monthly pay rate before any taxes and other deductions?,EJB4_PAYHR1 = 5,monthly,"value_map:9f98391b116ceca0: Min: $1 Max: $99,999 | value_map:162564f1f7f41949: Minimum: $1 Maximum: $99,999 | value_map:aa2bdf7c3b30eb20: $1:$99,999",,True,True,
TJB4_MTHLY2,2018;2019;2020;2021;2022;2023;2024,7,"Suppressed Length: 5 Status Flag: AJB4_MTHLY2 Printed On: Monday, August 17, 2020 Page 1817",EJB4_PAYHR2 = 5,unknown,"value_map:5b92f7bd2f10015a: Minimum: Maximum: | value_map:162564f1f7f41949: Minimum: $1 Maximum: $99,999",,True,True,
TJB4_MTHLY3,2018;2019;2020;2021;2022;2023;2024,7,"Suppressed Length: 5 Status Flag: AJB4_MTHLY3 Printed On: Monday, August 17, 2020 Page 1712",,unknown,value_map:5b92f7bd2f10015a: Minimum: Maximum:,,True,True,
TJB4_MWKHRS,2018;2019;2020;2021;2022;2023;2024,7,Average number of hours worked per week at job 4 during the reference month.,EJB4_BMONTH <= MONTHCODE <= EJB4_EMONTH,monthly,value_map:3ffe7b07de92ac8b: Min: 0 Max: 99.99 | value_map:5cbfefef9299b535: Minimum: 0 Maximum: 99.99 | value_map:1cd0f792c2391788: 0:99.99,,True,True,
TJB4_OCC,2018;2019;2020;2021;2022;2023;2024,7,Occupation code,"EJB4_JBORSE in (1,2,3)",unknown,value_map:45d487ca72cf5e4c: 0010 Chief executives and legislators 0020 General and operations managers 0040 Advertising and promotions managers 0051 Marketing managers 0052 Sales managers 0060 Public relations and fundraising managers 0101 Administrative services managers 0102 Facilities managers 0110 Computer and information systems managers 0120 Financial managers 0135 Compensation and benefits managers 0136 Human resources managers 0137 Training and development managers 0140 Industrial produc,,True,True,
TJB4_OINCAMT,2018;2019;2020;2021;2022;2023;2024,7,"Suppressed Length: 7 Status Flag: AJB4_OINCAMT Printed On: Monday, August 17, 2020 Page 2006",EJB4_OINCB = 1,unknown,"value_map:e937fff2bb64f7d1: Minimum: $1 Maximum: $9,999,999 | value_map:9c54de21e49fca07: $1:$9,999,999",,True,True,
TJB4_OTHER1,2018;2019;2020;2021;2022;2023;2024,7,What is/was the gross dollar amount of ... first average monthly pay before any taxes and other deductions?,EJB4_PAYHR1 = 7,monthly,"value_map:9f98391b116ceca0: Min: $1 Max: $99,999 | value_map:998a8d46c732d68b: Min: 1 Max: 99999",,True,True,
TJB4_OTHER2,2018;2019;2020;2021;2022;2023;2024,7,"Suppressed Length: 5 Status Flag: AJB4_OTHER2 Printed On: Monday, August 17, 2020 Page 1831",,unknown,value_map:5b92f7bd2f10015a: Minimum: Maximum:,,True,True,
TJB4_OTHER3,2018;2019;2020;2021;2022;2023;2024,7,"Suppressed Length: 5 Status Flag: AJB4_OTHER3 Printed On: Monday, August 17, 2020 Page 1726",,unknown,value_map:5b92f7bd2f10015a: Minimum: Maximum:,,True,True,
TJB4_OXAMT,2018;2019;2020;2021;2022;2023;2024,7,"Suppressed Status Flag: AJB4_OXAMT Printed On: Monday, August 17, 2020 Page 2482","EJB4_TYPPAY4 = 1 Min: $0 Max: $9,999,999 Status Flag: AJB4_OXAMT Printed On: Tuesday, September 14, 2021 Page 1471",unknown,"value_map:6ca22cc63a97561a: Min: $0 Max: $9,999,999 | value_map:dc13af851258a514: Minimum: $0 Maximum: $9,999,999",,True,True,
TJB4_PRFTB,2018;2019;2020;2021;2022;2023;2024,7,Amount of profit/loss a business made after correcting for any salary/wages that may have been paid to the owner.,"EJB4_PFTLOSS in (1,2,3)",unknown,"value_map:2722e01b4b0d6776: Min: -$9,999,999 Max: $9,999,999 | value_map:a6be160b25bcbbf2: Minimum: -$9,999,999 Maximum: $9,999,999 | value_map:d1540bcc889c0651: -$9,999,999:$9,999,999",,True,True,
TJB4_PVMILE,2018;2019;2020;2021;2022;2023;2024,7,How many miles did ... drive each way as part of his/her commute?,EJB4_PVWKTR1 or EJB4_PVWKTR8 = 1,unknown,"value_map:dc46e988795f9cbe: Min: 1 Max: 9,999 | value_map:f26e971e793357c6: Minimum: 1 Maximum: 9,999 | value_map:be48e7fbff9e080c: 1:9,999",,True,True,
TJB4_PVOEXPC,2018;2019;2020;2021;2022;2023;2024,7,What is the annual amount of ... other job-related expenses?,EJB4_PVOEXP = 1,annual_or_reference_period,"value_map:079068d09cc9cd5a: Min: $0.05 Max: $9,999 | value_map:19ab7f13f267dc8a: Minimum: $0.05 Maximum: $9,999 | value_map:a4b18825d4389536: $0.01:$99,999",,True,True,
TJB4_PVOTHRC,2018;2019;2020;2021;2022;2023;2024,7,How much are ... work commuting expenses?,EJB4_JBORSE IN (1:3) AND at least one of EJB4_PVWKTR(2-7) or EJB4_PVWKTRA = 1,unknown,"value_map:2b36bd07d9bcd409: Min: $0 Max: $9,999 | value_map:680344dad053fd9c: Minimum: $0 Maximum: $9,999 | value_map:fae567293e319aa5: $0:$9,999",,True,True,
TJB4_PVPARKC,2018;2019;2020;2021;2022;2023;2024,7,How much did ... spend on parking and tolls?,EJB4_PVPARK = 1,unknown,"value_map:079068d09cc9cd5a: Min: $0.05 Max: $9,999 | value_map:19ab7f13f267dc8a: Minimum: $0.05 Maximum: $9,999 | value_map:a38966e4a579338a: $0.01:$9,999",,True,True,
TJB4_PVTIME,2018;2019;2020;2021;2022;2023;2024,7,What is ... one-way travel to work in minutes?,EJB4_JBORSE IN (1:3) AND at least one of EJB4_PVWKTR(1-8) or EJB4_PVWKTRA = 1,unknown,value_map:05f8798017c5cf0e: Min: 1 Max: 200 | value_map:bf1dbd5ba12326de: Minimum: 1 Maximum: 200 | value_map:8878f9627ad1e295: 1:200,,True,True,
TJB4_SMTHLY1,2018;2019;2020;2021;2022;2023;2024,7,"Suppressed Length: 5 Status Flag: AJB4_SMTHLY1 Printed On: Monday, August 17, 2020 Page 1943",EJB4_PAYHR1 = 6,unknown,"value_map:162564f1f7f41949: Minimum: $1 Maximum: $99,999 | value_map:5b92f7bd2f10015a: Minimum: Maximum:",,True,True,
TJB4_SMTHLY2,2018;2019;2020;2021;2022;2023;2024,7,"Suppressed Length: 5 Status Flag: AJB4_SMTHLY2 Printed On: Monday, August 17, 2020 Page 1824",,unknown,value_map:5b92f7bd2f10015a: Minimum: Maximum:,,True,True,
TJB4_SMTHLY3,2018;2019;2020;2021;2022;2023;2024,7,"Suppressed Length: 5 Status Flag: AJB4_SMTHLY3 Printed On: Monday, August 17, 2020 Page 1719",,unknown,value_map:5b92f7bd2f10015a: Minimum: Maximum:,,True,True,
TJB4_STRTYR,2018;2019;2020;2021;2022;2023;2024,7,In what year did ... begin this job/business?,EJB4_STRTJAN = 2,unknown,value_map:fb71590b2e0557f3: Min: 1980 Max: 2017 | value_map:0a885f8714c8369a: Min: 1983 Max: 2018 | value_map:3ac3968e0690b3c5: Min: 1983 Max: 2019,,True,True,
TJB4_TXAMT,2018;2019;2020;2021;2022;2023;2024,7,A variable describing how much the respondent received in tips payments in the reference month.,EJB4_TYPPAY3 = 1,monthly,"value_map:6ca22cc63a97561a: Min: $0 Max: $9,999,999 | value_map:dc13af851258a514: Minimum: $0 Maximum: $9,999,999 | value_map:dc480cc75dec5a0a: $0:$9,999,999",,True,True,
TJB4_WKHRS1,2018;2019;2020;2021;2022;2023;2024,7,Hours worked at job 4 in week 1.,EJB4_BMONTH <= MONTHCODE <= EJB4_EMONTH,unknown,value_map:e95defe33ee2a3df: Min: 0 Max: 99. Hours per week | value_map:7f0b7db3b6e540f5: Minimum: 0 Maximum: 99. Hours per week | value_map:d9728b96dbae8bb4: 0:99. Hours per week,,True,True,
TJB4_WKHRS2,2018;2019;2020;2021;2022;2023;2024,7,Hours worked at job 4 in week 2.,EJB4_BMONTH <= MONTHCODE <= EJB4_EMONTH,unknown,value_map:e95defe33ee2a3df: Min: 0 Max: 99. Hours per week | value_map:7f0b7db3b6e540f5: Minimum: 0 Maximum: 99. Hours per week | value_map:d9728b96dbae8bb4: 0:99. Hours per week,,True,True,
TJB4_WKHRS3,2018;2019;2020;2021;2022;2023;2024,7,Hours worked at job 4 in week 3.,EJB4_BMONTH <= MONTHCODE <= EJB4_EMONTH,unknown,value_map:e95defe33ee2a3df: Min: 0 Max: 99. Hours per week | value_map:7f0b7db3b6e540f5: Minimum: 0 Maximum: 99. Hours per week | value_map:d9728b96dbae8bb4: 0:99. Hours per week,,True,True,
TJB4_WKHRS4,2018;2019;2020;2021;2022;2023;2024,7,Hours worked at job 4 in week 4.,EJB4_BMONTH <= MONTHCODE <= EJB4_EMONTH,unknown,value_map:e95defe33ee2a3df: Min: 0 Max: 99. Hours per week | value_map:7f0b7db3b6e540f5: Minimum: 0 Maximum: 99. Hours per week | value_map:d9728b96dbae8bb4: 0:99. Hours per week,,True,True,
TJB4_WKHRS5,2018;2019;2020;2021;2022;2023;2024,7,Hours worked at job 4 in week 5.,EJB4_BMONTH <= MONTHCODE <= EJB4_EMONTH & RWKSPERM = 5,unknown,value_map:e95defe33ee2a3df: Min: 0 Max: 99. Hours per week | value_map:7f0b7db3b6e540f5: Minimum: 0 Maximum: 99. Hours per week | value_map:d9728b96dbae8bb4: 0:99. Hours per week,,True,True,
TJB4_WKLY1,2018;2019;2020;2021;2022;2023;2024,7,What is/was the gross dollar amount of ... first weekly pay rate before any taxes and other deductions?,EJB4_PAYHR1 = 3,unknown,"value_map:3c9e8a78479bf065: Min: $1 Max: $9,999 | value_map:9f98391b116ceca0: Min: $1 Max: $99,999 | value_map:162564f1f7f41949: Minimum: $1 Maximum: $99,999",,True,True,
TJB4_WKLY2,2018;2019;2020;2021;2022;2023;2024,7,"Suppressed Length: 4 Status Flag: AJB4_WKLY2 Printed On: Monday, August 17, 2020 Page 1803",,unknown,value_map:5b92f7bd2f10015a: Minimum: Maximum:,,True,True,
TJB4_WKLY3,2018;2019;2020;2021;2022;2023;2024,7,"Suppressed Length: 4 Status Flag: AJB4_WKLY3 Printed On: Monday, August 17, 2020 Page 1698",,unknown,value_map:5b92f7bd2f10015a: Minimum: Maximum:,,True,True,
TJB4_WKSUM1,2018;2019;2020;2021;2022;2023;2024,7,Recode of amount of wage/salary earnings for week 1 of job 4,(EJB4_BMONTH <= MONTHCODE <= EJB4_EMONTH) & (EJB4_STARTWK <= XWKA1 <= EJB4_ENDWK),unknown,"value_map:6ca22cc63a97561a: Min: $0 Max: $9,999,999 | value_map:dc13af851258a514: Minimum: $0 Maximum: $9,999,999 | value_map:dc480cc75dec5a0a: $0:$9,999,999",,True,True,
TJB4_WKSUM2,2018;2019;2020;2021;2022;2023;2024,7,Recode of amount of wage/salary earnings for week 2 of job 4,(EJB4_BMONTH <= MONTHCODE <= EJB4_EMONTH) & (EJB4_STARTWK <= XWKA2 <= EJB4_ENDWK),unknown,"value_map:6ca22cc63a97561a: Min: $0 Max: $9,999,999 | value_map:dc13af851258a514: Minimum: $0 Maximum: $9,999,999 | value_map:dc480cc75dec5a0a: $0:$9,999,999",,True,True,
TJB4_WKSUM3,2018;2019;2020;2021;2022;2023;2024,7,Recode of amount of wage/salary earnings for week 3 of job 4,(EJB4_BMONTH <= MONTHCODE <= EJB4_EMONTH) & (EJB4_STARTWK <= XWKA3 <= EJB4_ENDWK),unknown,"value_map:6ca22cc63a97561a: Min: $0 Max: $9,999,999 | value_map:dc13af851258a514: Minimum: $0 Maximum: $9,999,999 | value_map:dc480cc75dec5a0a: $0:$9,999,999",,True,True,
TJB4_WKSUM4,2018;2019;2020;2021;2022;2023;2024,7,Recode of amount of wage/salary earnings for week 4 of job 4,(EJB4_BMONTH <= MONTHCODE <= EJB4_EMONTH) & (EJB4_STARTWK <= XWKA4 <= EJB4_ENDWK),unknown,"value_map:6ca22cc63a97561a: Min: $0 Max: $9,999,999 | value_map:dc13af851258a514: Minimum: $0 Maximum: $9,999,999 | value_map:dc480cc75dec5a0a: $0:$9,999,999",,True,True,
TJB4_WKSUM5,2018;2019;2020;2021;2022;2023;2024,7,Recode of amount of wage/salary earnings for week 5 of job 4,(EJB4_BMONTH <= MONTHCODE <= EJB4_EMONTH) & (EJB4_STARTWK <= XWKA5 <= EJB4_ENDWK) & RWKSPERM = 5,unknown,"value_map:6ca22cc63a97561a: Min: $0 Max: $9,999,999 | value_map:dc13af851258a514: Minimum: $0 Maximum: $9,999,999 | value_map:dc480cc75dec5a0a: $0:$9,999,999",,True,True,
TJB4_WSBEG,2018;2019;2020;2021;2022;2023;2024,7,What time of the day did ... begin work most days?,EJB4_JBORSE in (1:3),unknown,value_map:5002020de1918d89: 1 00:00 to 00:30 2 00:31 to 1:00 3 1:01 to 1:45 4 1:46 to 2:00 5 2:01 to 2:30 6 2:31 to 3:00 7 3:01 to 3:30 8 3:31 to 3:45 9 3:46 to 4:00 10 4:01 to 4:15 11 4:16 to 4:30 12 4:31 to 4:45 13 4:46 to 5:00 14 5:01 to 5:15 15 5:16 to 5:30 16 5:31 to 5:45 17 5:46 to 6:00 18 6:01 to 6:15 19 6:16 to 6:30 20 6:31 to 6:45 21 6:46 to 7:00 22 7:01 to 7:15 23 7:16 to 7:30 24 7:31 to 7:45 25 7:46 to 8:00 26 8:01 to 8:15 27 8:16 to 8:30 28 8:31 to 8:45 29 8:46 to 9:00 30 9:01 to 9:1,,True,True,
TJB4_WSEND,2018;2019;2020;2021;2022;2023;2024,7,What time of the day did ... end work most days?,EJB4_JBORSE in (1:3),unknown,value_map:41ff8cad6ebeccdc: 1 00:00 to 00:15 2 00:16 to 00:45 3 00:46 to 1:00 4 1:01 to 1:15 5 1:16 to 1:30 6 1:31 to 1:45 7 1:46 to 2:00 8 2:01 to 2:30 9 2:31 to 3:00 10 3:01 to 3:30 11 3:31 to 3:45 12 3:46 to 4:00 13 4:01 to 4:30 14 4:31 to 5:00 15 5:01 to 5:30 16 5:31 to 6:00 17 6:01 to 6:30 18 6:31 to 7:00 19 7:01 to 7:15 20 7:16 to 7:30 21 7:31 to 7:45 22 7:46 to 8:00 23 8:01 to 8:30 24 8:31 to 9:00 25 9:01 to 9:15 26 9:16 to 9:30 27 9:31 to 9:45 28 9:46 to 10:00 29 10:01 to 10:15 30 10:16 ,,True,True,
TJB5_ANNSAL1,2018;2019;2020;2021;2022;2023;2024,7,"Suppressed Length: 6 Status Flag: AJB5_ANNSAL1 Printed On: Monday, August 17, 2020 Page 1909",EJB5_PAYHR1 = 1,unknown,"value_map:713678b8b9e63b92: Min: 1 Max: 999999 | value_map:be7646c2486f45d9: Minimum: $1 Maximum: $999,999",,True,True,
TJB5_ANNSAL2,2018;2019;2020;2021;2022;2023;2024,7,"Suppressed Length: 6 Status Flag: AJB5_ANNSAL2 Printed On: Monday, August 17, 2020 Page 1790",EJB5_PAYHR2 = 2,unknown,"value_map:24e2aa18f3318bf8: $1:$999,999 | value_map:5b92f7bd2f10015a: Minimum: Maximum:",,True,True,
TJB5_ANNSAL3,2018;2019;2020;2021;2022;2023;2024,7,"Suppressed Length: 6 Status Flag: AJB5_ANNSAL3 Printed On: Monday, August 17, 2020 Page 1685",,unknown,value_map:5b92f7bd2f10015a: Minimum: Maximum:,,True,True,
TJB5_BWKLY1,2018;2019;2020;2021;2022;2023;2024,7,What is/was the gross dollar amount of ... first bi-weekly pay rate before any taxes and other deductions?,EJB5_PAYHR1 = 4,unknown,"value_map:9f98391b116ceca0: Min: $1 Max: $99,999 | value_map:998a8d46c732d68b: Min: 1 Max: 99999",,True,True,
TJB5_BWKLY2,2018;2019;2020;2021;2022;2023;2024,7,What is/was the gross dollar amount of ... second bi-weekly pay rate before any taxes and other deductions?,EJB5_PAYHR2 = 4,unknown,"value_map:9f98391b116ceca0: Min: $1 Max: $99,999 | value_map:998a8d46c732d68b: Min: 1 Max: 99999",,True,True,
TJB5_BWKLY3,2018;2019;2020;2021;2022;2023;2024,7,"Suppressed Length: 5 Status Flag: AJB5_BWKLY3 Printed On: Monday, August 17, 2020 Page 1706",,unknown,value_map:5b92f7bd2f10015a: Minimum: Maximum:,,True,True,
TJB5_BXAMT,2018;2019;2020;2021;2022;2023;2024,7,"Suppressed Length: 7 Status Flag: AJB5_BXAMT Printed On: Monday, August 17, 2020 Page 2487",EJB5_TYPPAY5 = 1,unknown,"value_map:dc13af851258a514: Minimum: $0 Maximum: $9,999,999 | value_map:5b92f7bd2f10015a: Minimum: Maximum:",,True,True,
TJB5_CXAMT,2018;2019;2020;2021;2022;2023;2024,7,A variable describing how much the respondent received in commission payments in the reference month.,EJB5_TYPPAY2 = 1,monthly,"value_map:6ca22cc63a97561a: Min: $0 Max: $9,999,999 | value_map:dc13af851258a514: Minimum: $0 Maximum: $9,999,999 | value_map:5b92f7bd2f10015a: Minimum: Maximum:",,True,True,
TJB5_EMPALL,2018;2019;2020;2021;2022;2023;2024,7,About how many people are employed by ... at ALL LOCATIONS together?,(EJB5_JBORSE = 1 | (EJB5_JBORSE = 3 & EJB5_CONCHK = 1)) & EJB5_EMPLOC = 1,unknown,value_map:ca1615fddb6d6838: 1 Less than 26 employees 2 26 to 50 employees 3 51 to 100 employees 4 101 to 200 employees 5 201 to 500 employees 6 501 to 1000 employees 7 Greater than 1000 employees | value_map:661564d013ec8768: 1. Less than 26 employees 2. 26 to 50 employees 3. 51 to 100 employees 4. 101 to 200 employees 5. 201 to 500 employees 6. 501 to 1000 employees 7. Greater than 1000 employees,,True,True,
TJB5_EMPB,2018;2019;2020;2021;2022;2023;2024,7,"What is the maximum number of employees, including ..., working for ... at any given time?",EJB5_JBORSE = 2,unknown,value_map:5e0f03bdf7799268: 1 1 (Only self) 2 2 to 9 employees 3 10 to 25 employees 4 Greater than 25 employees | value_map:1c854f296f49d4c0: 1. 1 (Only self) 2. 2 to 9 employees 3. 10 to 25 employees 4. Greater than 25 employees,,True,True,
TJB5_GAMT1,2018;2019;2020;2021;2022;2023;2024,7,"Suppressed Length: 6 Status Flag: AJB5_GAMT1 Printed On: Monday, August 17, 2020 Page 1734",EJB5_PAYHR1 = 8,unknown,"value_map:535f9201a08d1bcf: Min: $1 Max: $999,999 | value_map:24e2aa18f3318bf8: $1:$999,999",,True,True,
TJB5_HOURLY1,2018;2019;2020;2021;2022;2023;2024,7,What is/was the gross dollar amount of ... first hourly pay rate before any taxes and other deductions?,EJB5_PAYHR1 = 2,unknown,value_map:4b9a8ef43712e0a7: Min: $1 Max: $99.99 | value_map:4de90bfa9106f36f: Min: $0 Max: $999.99 | value_map:6f1dc88fa1ebd62e: Minimum: $1 Maximum: $99.99,,True,True,
TJB5_HOURLY2,2018;2019;2020;2021;2022;2023;2024,7,"Suppressed Length: 5 Status Flag: AJB5_HOURLY2 Printed On: Monday, August 17, 2020 Page 1797",EJB5_PAYHR2 = 2,unknown,value_map:6f1dc88fa1ebd62e: Minimum: $1 Maximum: $99.99 | value_map:4a6fb9759f32e0e7: Minimum: $1 Maximum: $999.99,,True,True,
TJB5_HOURLY3,2018;2019;2020;2021;2022;2023;2024,7,"Suppressed Length: 5 Status Flag: AJB5_HOURLY3 Printed On: Monday, August 17, 2020 Page 1692",,unknown,value_map:5b92f7bd2f10015a: Minimum: Maximum:,,True,True,
TJB5_IMBMIC,2018;2019;2020;2021;2022;2023;2024,7,"Suppressed Length: 4 Status Flag: AJB5_IMBMIC Printed On: Monday, August 17, 2020 Page 2252",EJB5_REIMBMI = 2,unknown,"value_map:f26e971e793357c6: Minimum: 1 Maximum: 9,999 | value_map:be48e7fbff9e080c: 1:9,999",,True,True,
TJB5_IND,2018;2019;2020;2021;2022;2023;2024,7,Industry code,"EJB5_JBORSE in (1,2,3)",unknown,"value_map:31c00476aa574858: 0170 Crop production 0180 Animal production and aquaculture 0190 Forestry except logging 0270 Logging 0280 Fishing, hunting and trapping 0290 Support activities for agriculture and forestry 0370 Oil and gas extraction 0380 Coal mining 0390 Metal ore mining 0470 Nonmetallic mineral mining and quarrying 0490 Support activities for mining and not specified type of mining 0770 Construction (the cleaning of buildings and dwellings is incidental during construction and imme",,True,True,
TJB5_JOBHRS1,2018;2019;2020;2021;2022;2023;2024,7,First number of hours worked per week within a job.,"EJB5_JBORSE in (1,2,3)",unknown,value_map:879ddae182abef70: Min: 0 Max: 99 | value_map:fe614db5db23605c: Minimum: 0 Maximum: 99 | value_map:c1a850afd26f5b35: 0:99,,True,True,
TJB5_JOBHRS2,2018;2019;2020;2021;2022;2023;2024,7,Second number of hours worked per week within a job.,EJB5_CHHOUR1 = 1,unknown,value_map:879ddae182abef70: Min: 0 Max: 99 | value_map:fe614db5db23605c: Minimum: 0 Maximum: 99,,True,True,
TJB5_JOBHRS3,2018;2019;2020;2021;2022;2023;2024,7,"Suppressed Length: 2 Status Flag: AJB5_JOBHRS3 Printed On: Monday, August 17, 2020 Page 1748",,unknown,value_map:5b92f7bd2f10015a: Minimum: Maximum:,,True,True,
TJB5_MSUM,2018;2019;2020;2021;2022;2023;2024,7,"Monthly earnings from job 5, varying with the number of days in the month.",EJB5_BMONTH <= MONTHCODE <= EJB5_EMONTH,monthly,"value_map:fc1180defa5dd509: Min: $0 Max: $99,999,999 | value_map:32b558d81e1fa606: Minimum: $0 Maximum: $99,999,999 | value_map:dc480cc75dec5a0a: $0:$9,999,999",,True,True,
TJB5_MSUMALT,2018;2019;2020;2021;2022;2023;2024,7,Alternate recode for monthly sum of earnings from job 5 that does not vary with the number of days in the month.,EJB5_BMONTH <= MONTHCODE <= EJB5_EMONTH,monthly,"value_map:fc1180defa5dd509: Min: $0 Max: $99,999,999 | value_map:32b558d81e1fa606: Minimum: $0 Maximum: $99,999,999 | value_map:b33924abdd61f406: $0:$99,999,999",,True,True,
TJB5_MTHLY1,2018;2019;2020;2021;2022;2023;2024,7,"Suppressed Length: 5 Status Flag: AJB5_MTHLY1 Printed On: Monday, August 17, 2020 Page 1937",EJB5_PAYHR1 = 5,unknown,value_map:998a8d46c732d68b: Min: 1 Max: 99999 | value_map:5b92f7bd2f10015a: Minimum: Maximum:,,True,True,
TJB5_MTHLY2,2018;2019;2020;2021;2022;2023;2024,7,"Suppressed Length: 5 Status Flag: AJB5_MTHLY2 Printed On: Monday, August 17, 2020 Page 1818",,unknown,value_map:5b92f7bd2f10015a: Minimum: Maximum:,,True,True,
TJB5_MTHLY3,2018;2019;2020;2021;2022;2023;2024,7,"Suppressed Length: 5 Status Flag: AJB5_MTHLY3 Printed On: Monday, August 17, 2020 Page 1713",,unknown,value_map:5b92f7bd2f10015a: Minimum: Maximum:,,True,True,
TJB5_MWKHRS,2018;2019;2020;2021;2022;2023;2024,7,Average number of hours worked per week at job 5 during the reference month.,EJB5_BMONTH <= MONTHCODE <= EJB5_EMONTH,monthly,value_map:3ffe7b07de92ac8b: Min: 0 Max: 99.99 | value_map:5cbfefef9299b535: Minimum: 0 Maximum: 99.99 | value_map:1cd0f792c2391788: 0:99.99,,True,True,
TJB5_OCC,2018;2019;2020;2021;2022;2023;2024,7,Occupation code,"EJB5_JBORSE in (1,2,3)",unknown,value_map:45d487ca72cf5e4c: 0010 Chief executives and legislators 0020 General and operations managers 0040 Advertising and promotions managers 0051 Marketing managers 0052 Sales managers 0060 Public relations and fundraising managers 0101 Administrative services managers 0102 Facilities managers 0110 Computer and information systems managers 0120 Financial managers 0135 Compensation and benefits managers 0136 Human resources managers 0137 Training and development managers 0140 Industrial produc,,True,True,
TJB5_OINCAMT,2018;2019;2020;2021;2022;2023;2024,7,"Suppressed Length: 7 Status Flag: AJB5_OINCAMT Printed On: Monday, August 17, 2020 Page 2007",EJB5_OINCB = 1,unknown,"value_map:395611fd45765bc1: Min: $1 Max: $9,999,999 | value_map:5b92f7bd2f10015a: Minimum: Maximum:",,True,True,
TJB5_OTHER1,2018;2019;2020;2021;2022;2023;2024,7,"Suppressed Length: 5 Status Flag: AJB5_OTHER1 Printed On: Monday, August 17, 2020 Page 1951",EJB5_PAYHR1 = 7,unknown,"value_map:aa2bdf7c3b30eb20: $1:$99,999 | value_map:5b92f7bd2f10015a: Minimum: Maximum:",,True,True,
TJB5_OTHER2,2018;2019;2020;2021;2022;2023;2024,7,"Suppressed Length: 5 Status Flag: AJB5_OTHER2 Printed On: Monday, August 17, 2020 Page 1832",,unknown,value_map:5b92f7bd2f10015a: Minimum: Maximum:,,True,True,
TJB5_OTHER3,2018;2019;2020;2021;2022;2023;2024,7,"Suppressed Length: 5 Status Flag: AJB5_OTHER3 Printed On: Monday, August 17, 2020 Page 1727",,unknown,value_map:5b92f7bd2f10015a: Minimum: Maximum:,,True,True,
TJB5_OXAMT,2018;2019;2020;2021;2022;2023;2024,7,"Suppressed Length: 7 Status Flag: AJB5_OXAMT Printed On: Monday, August 17, 2020 Page 2486",EJB5_TYPPAY4 = 1,unknown,"value_map:dc13af851258a514: Minimum: $0 Maximum: $9,999,999 | value_map:5b92f7bd2f10015a: Minimum: Maximum:",,True,True,
TJB5_PRFTB,2018;2019;2020;2021;2022;2023;2024,7,Amount of profit/loss a business made after correcting for any salary/wages that may have been paid to the owner.,"EJB5_PFTLOSS in (1,2,3)",unknown,"value_map:2722e01b4b0d6776: Min: -$9,999,999 Max: $9,999,999 | value_map:a6be160b25bcbbf2: Minimum: -$9,999,999 Maximum: $9,999,999",,True,True,
