"relative_path","size_bytes","extension","publish_status","github_path","reason"
"temp\source_metadata\census_sipp\user_notes\2018\inconsistent-codes.html","326547",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2018\inconsistent-estimates.html","326631",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2018\reasons-health-ins-ended.html","326565",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-2008-comp-recod.html","326770",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-bus-prof-data-coll-proc-issue.html","344865",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-child-care-assist-univ-alloc-rates.html","325902",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-chng-bott-codng-neg.html","328978",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-chng-busn-profts-bottcodng.html","326747",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-chng-busn-profts-topcodng.html","326069",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-chng-to-hours-wrkd-topcd.html","325744",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-chnges-imput-earngs.html","332547",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-comp-2019-chld-care-data-prior-yrs.html","327597",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-comp-2019-sipp-parnt-leav-data-prior-yrs.html","327876",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-data-issue-espeak-tlang1.html","326061",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-disab-recod-var-rdis-alt.html","328828",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-disclos-methds-bettr-align-pov-rates.html","329156",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-discont-2019-pnl.html","326407",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-emp-offr-health-ins-covr.html","327053",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-err-debt-alloc-flag-var-nam.html","327896",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-espeak-errors.html","326505",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-est-disab-preval.html","327812",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-health-ins-covr-unts.html","326182",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-health-ins-mrkt-covr.html","326608",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-health-ins-prem-expend-quest-note.html","327549",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-hi-month-flag-status.html","326725",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-hot-deck-alloc-error.html","325313",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-hot-deck-corrections.html","325662",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-hot-deck-issues.html","325825",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-incons-rel-amg-peop.html","326448",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-inconsis-mult-partnr-fert-info.html","326458",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-inconsis-shar-fert-hist.html","326342",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-inconsis-ssi-recpt-for-part-yr-resp.html","326661",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-inconsis-typ-chld-care.html","326043",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-incorr-dur-res-val.html","326345",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-incorr-fert-stat-flg-univ.html","326260",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-incorr-filng-stat-some-earn-inc-tax-crdt-recip.html","326900",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-incorr-stat-flags-hhl-rel-var.html","326995",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-incorr-tax-fil-eitc-stat-flag-val.html","326785",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-incorrect-universe.html","325554",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-insuff-geo-cov-unit-nonresp.html","328460",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-medicaid-variable-error.html","325605",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-monthly-hi-variables-error.html","334229",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-one-case-neg-hrly-earn-val.html","332421",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-othr-assist-univ-logical-imput-rates.html","333650",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-othr-health-ins-covr-reprts.html","326332",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-othr-supprt-paid-univ.html","327211",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-parents-nativity-imputation.html","325944",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-pass-thr-child-supprt-univ-error.html","325820",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-prob-with-age-at-brth.html","325739",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-processing-error-effects.html","327247",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-reas-not-priv-pub-health-ins.html","327073",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-reas-typ-health-ins-covr-end.html","326689",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-reg-dom-partnr-alloc-flg.html","326271",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-scrnr-health-ins-var-vs-recodes.html","327747",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-social-security-parent-child-linkage-variable.html","327058",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-some-marital-hist-cohab-partnr-inconsis.html","327039",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-status-flag-error.html","325445",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-tdraw_amt-and-retirement-income.html","330351",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-tpearn-hist-compar.html","337666",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-universing-error-rged.html","326230",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-upd-res-edt-procs-wv2plus.html","326759",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-update-end-spell-cdng.html","327120",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2019\2019-updt-res-alloc-methd-stat-flgs.html","327980",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\2008-comprble-recds.html","325932",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\2020-bus-prof-data-coll-proc-issue.html","344843",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\2020-child-care-assist-univ-alloc-rates.html","325902",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\2020-data-issue-espeak-tlang1.html","326061",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\2020-err-debt-alloc-flag-var-nam.html","327896",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\2020-espeak-errors.html","326505",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\2020-health-ins-prem-expend-quest-note.html","327549",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\2020-hi-month-flag-status.html","326725",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\2020-hot-deck-alloc-error.html","325313",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\2020-hot-deck-corrections.html","325662",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\2020-hot-deck-issues.html","325825",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\2020-incorr-dur-res-val.html","326698",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\2020-incorr-tax-fil-eitc-stat-flag-val.html","325952",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\2020-incorrect-filing-status-for-some-recipients.html","326022",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\2020-incorrect-universe.html","325121",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\2020-medicaid-variable-error.html","325605",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\2020-miss-val-some-health-ins-var.html","326969",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\2020-monthly-hi-variables-error.html","334229",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\2020-othr-assist-univ-logical-imput-rates.html","333650",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\2020-othr-supprt-paid-univ.html","327211",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\2020-parents-nativity-imputation.html","325624",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\2020-pass-thr-child-supprt-univ-error.html","325820",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\2020-processing-error-effects.html","327247",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\2020-scrnr-health-ins-var-vs-recodes.html","327747",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\2020-social-security-parent-child-linkage-variable.html","326810",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\2020-status-flag-error.html","325445",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\2020-tdraw_amt-and-retirement-income.html","330404",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\2020-thtotinct2-missing.html","327264",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\2020-univ-joint-held-assets-debts.html","333627",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\2020-universing-error-rged.html","326230",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\chngs-imputd-earngs.html","331668",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\comp-2020-sipp-child-care-data-previous-yr.html","326558",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\comp-2020-sipp-parntal-leav-data-prev-yrs.html","327011",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\correct-dur-residnce-calc.html","325890",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\covid-coll-impact-unit-nonresp.html","327578",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\disablty-recod-var-rdis-alt.html","327943",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\emp-offrd-health-ins-covrg.html","326185",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\estimat-disablty-preval.html","327004",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\health-ins-covrg-units.html","325320",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\health-ins-mrktplce-covrg.html","325773",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\illog-relatshp-hhld-val.html","325693",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\inconsist-chld-care-data.html","325362",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\inconsist-fertlty-univrs.html","325716",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\inconsist-multi-partnr-fertlty-info.html","325907",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\inconsist-relshps-amg-people.html","325813",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\inconsist-ssi-recpt-part-yr-respndts.html","325768",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\marital-histry-cohab-partnr-inconsist.html","326113",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\missng-parnt-mortly-val.html","325010",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\othr-health-ins-covrg-reprts.html","325453",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\prob-age-at-birth.html","324811",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\reas-typ-health-ins-covrg-end.html","325808",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\reasn-ddnt-have-priv-pub-health-ins-cov.html","326372",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2020\tpearn-hist-compar.html","336738",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\2008-comprble-recds.html","325583",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\2021-data-issue-espeak-tlang1.html","326061",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\2021-err-debt-alloc-flag-var-nam.html","327896",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\2021-espeak-errors.html","326505",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\2021-hi-month-flag-status.html","326725",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\2021-hot-deck-alloc-error.html","325313",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\2021-hot-deck-corrections.html","325662",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\2021-hot-deck-issues.html","325825",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\2021-language-variable.html","326833",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\2021-medicaid-variable-error.html","325605",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\2021-monthly-hi-variables-error.html","334229",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\2021-othr-supprt-paid-univ.html","327211",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\2021-pass-thr-child-supprt-univ-error.html","325820",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\2021-processing-error-effects.html","327247",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\2021-sipp-health-Insurance-coverage-units.html","325019",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\2021-sipp-inconsistencies-in-fertility-universes.html","325176",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\2021-sipp-increase-in-reported-pension-ownership.html","326217",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\2021-social-security-parent-child-linkage-variable.html","327058",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\2021-tax-rtrn-univ-inconsist.html","325977",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\2021-universing-error-rged.html","326230",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\bus-prof-data-coll-proc-issue.html","340311",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\child-care-assist-errors.html","325148",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\child-care-assist-univ-alloc-rates.html","326796",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\comp-2021-sipp-child-care-data-previous-yr.html","326202",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\comp-2021-sipp-parntal-leav-data-prev-yrs.html","326561",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\correc-parents-nativty-stat-flags.html","326103",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\covid-pand-coll-impct-unit-nonresp.html","326619",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\discrepcy-flags-indicat-vet-benfts-recpt.html","325432",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\emp-offrd-health-ins-covrg.html","325834",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\estim-disabilty-preval.html","326838",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\foster-child-care-pymnt-correct.html","325120",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\health-ins-feedbk-spell-fix.html","325512",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\health-ins-mrktplce-covrg.html","325422",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\health-ins-prem-expend-quest-note.html","326784",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\inconsist-fertil-histry.html","324747",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\inconsist-fertlty-universe.html","324812",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\inconsist-mnthly-relat-amg-ppl.html","325362",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\inconsist-multi-partnr-fertlty-info.html","325527",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\logic-alloc-work-sched-end-time.html","325881",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\miss-val-some-health-ins-vars.html","326623",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\mnthly-pov-non-mnthly-inc.html","327607",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\new-answ-catg-hosp-reasons.html","325182",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\new-disabilty-content.html","326726",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\othr-assist-univ-logical-imput-rates.html","333971",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\othr-health-ins-covrg-reprts.html","325101",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\pand-rel-month-snap-recpt-amts.html","325805",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\prob-age-at-birth.html","324362",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\reas-typ-health-ins-covrg-end.html","325454",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\reasn-ddnt-have-priv-pub-health-ins-cov.html","326023",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\scrnr-health-ins-var-vs-recod.html","326872",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\univers-updates-state-metro-status.html","326641",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\update-resid-charac-edit-process.html","326411",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2021\volat-unemp-comp-during-covid19-pand.html","326094",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-ann-health-ins-covr-recods.html","325604",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-bus-profts-coll-process-issue.html","342368",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-child-care-assist-err-sm-numb-case.html","325920",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-child-care-assist-univse-alloc-rates.html","325680",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-chng-sch-meals-quest-txt.html","325676",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-comp-sipp-parent-leav-data-prev-yrs.html","328006",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-compr-health-ins-recods.html","325385",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-correc-econ-impct-paymnt-inconsis.html","327474",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-data-issue-espeak-tlang1.html","326061",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-emp-offr-health-ins-covr.html","325804",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-err-debt-alloc-flag-var-nam.html","327896",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-espeak-errors.html","326505",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-estim-disabil-prevlnce.html","326941",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-health-ins-covr-units.html","325185",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-health-ins-feedbk-spel-fix.html","325789",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-health-ins-mrktpl-covr.html","325676",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-health-ins-scrnr-var.html","326782",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-hi-month-flag-status.html","326725",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-hot-deck-alloc-error.html","325313",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-hot-deck-corrections.html","325662",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-hot-deck-issues.html","325825",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-impr-alloc-othr-commut-costs.html","325918",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-incons-fert-univs.html","325227",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-inconsis-fert-histor.html","324893",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-inconsis-multi-partnr-fert-info.html","325378",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-insuff-geog-cov-unit-nonresp.html","328440",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-language-variable.html","326833",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-medicaid-variable-error.html","325605",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2022\2022-monthly-hi-variables-error.html","334229",".html","excluded","","excluded_temp_or_raw_source_area"
