outcome,timing,cohort_start,month,event_time,period,att,treated_delta,control_delta,n_treated_states,n_control_states
average_speed_to_answer_seconds,operational_start,2024-04-01,2024-04-01,0,post,-1.6511627906976745,-1.0,0.6511627906976745,3,43
average_speed_to_answer_seconds,operational_start,2024-04-01,2024-05-01,1,post,-2.046511627906977,-1.0,1.0465116279069768,3,43
average_speed_to_answer_seconds,operational_start,2024-04-01,2024-06-01,2,post,-1.3178294573643412,-0.6666666666666666,0.6511627906976745,3,43
average_speed_to_answer_seconds,operational_start,2024-04-01,2024-07-01,3,post,-1.9457364341085273,-1.6666666666666667,0.27906976744186046,3,43
average_speed_to_answer_seconds,operational_start,2024-04-01,2024-08-01,4,post,-1.8217054263565893,-2.3333333333333335,-0.5116279069767442,3,43
average_speed_to_answer_seconds,operational_start,2024-04-01,2024-09-01,5,post,-1.5651162790697677,-1.1000000000000003,0.4651162790697674,3,43
average_speed_to_answer_seconds,operational_start,2024-04-01,2024-10-01,6,post,-1.673643410852712,-0.7666666666666657,0.9069767441860463,3,43
average_speed_to_answer_seconds,operational_start,2024-04-01,2024-11-01,7,post,-1.4209302325581397,-0.6000000000000002,0.8209302325581395,3,43
average_speed_to_answer_seconds,operational_start,2024-04-01,2024-12-01,8,post,-1.6488372093023256,-1.0,0.6488372093023257,3,43
average_speed_to_answer_seconds,operational_start,2024-04-01,2025-01-01,9,post,-2.0666666666666673,-1.6000000000000003,0.4666666666666669,3,42
average_speed_to_answer_seconds,operational_start,2024-04-01,2025-03-01,11,post,-0.5904761904761902,-0.13333333333333286,0.4571428571428573,3,42
average_speed_to_answer_seconds,operational_start,2024-04-01,2025-04-01,12,post,2.0190476190476194,2.366666666666667,0.3476190476190477,3,42
average_speed_to_answer_seconds,operational_start,2024-04-01,2025-05-01,13,post,1.0380952380952382,1.8333333333333333,0.7952380952380951,3,42
average_speed_to_answer_seconds,operational_start,2024-04-01,2025-06-01,14,post,1.4095238095238094,2.4666666666666663,1.057142857142857,3,42
average_speed_to_answer_seconds,operational_start,2024-04-01,2025-07-01,15,post,4.248333333333334,5.233333333333334,0.9850000000000005,3,40
average_speed_to_answer_seconds,operational_start,2024-04-01,2025-08-01,16,post,6.141666666666664,7.3666666666666645,1.225,3,40
average_speed_to_answer_seconds,operational_start,2024-04-01,2025-09-01,17,post,5.962499999999999,6.999999999999999,1.0375,3,40
average_speed_to_answer_seconds,operational_start,2024-04-01,2025-10-01,18,post,5.1692307692307695,5.866666666666667,0.6974358974358974,3,39
average_speed_to_answer_seconds,operational_start,2024-04-01,2025-11-01,19,post,6.138461538461538,7.066666666666666,0.9282051282051282,3,39
average_speed_to_answer_seconds,operational_start,2024-04-01,2025-12-01,20,post,6.005128205128207,6.766666666666668,0.7615384615384615,3,39
average_speed_to_answer_seconds,operational_start,2024-04-01,2026-01-01,21,post,6.435897435897434,7.266666666666666,0.8307692307692309,3,39
average_speed_to_answer_seconds,operational_start,2024-04-01,2026-02-01,22,post,5.423076923076922,7.0666666666666655,1.6435897435897435,3,39
average_speed_to_answer_seconds,operational_start,2024-04-01,2026-03-01,23,post,5.471794871794871,7.999999999999999,2.528205128205128,3,39
average_speed_to_answer_seconds,operational_start,2024-04-01,2026-04-01,24,post,3.615384615384615,4.833333333333333,1.2179487179487178,3,39
average_speed_to_answer_seconds,operational_start,2024-04-01,2026-05-01,25,post,5.392307692307693,6.633333333333334,1.2410256410256415,3,39
average_speed_to_answer_seconds,operational_start,2025-01-01,2024-01-01,-12,pre,0.9847826086956508,0.8999999999999986,-0.0847826086956523,1,46
average_speed_to_answer_seconds,operational_start,2025-01-01,2024-02-01,-11,pre,1.4630434782608681,0.8999999999999986,-0.5630434782608696,1,46
average_speed_to_answer_seconds,operational_start,2025-01-01,2024-03-01,-10,pre,1.4413043478260856,0.8999999999999986,-0.541304347826087,1,46
average_speed_to_answer_seconds,operational_start,2025-01-01,2024-04-01,-9,pre,-0.10232558139534996,-0.10000000000000142,0.0023255813953485397,1,43
average_speed_to_answer_seconds,operational_start,2025-01-01,2024-05-01,-8,pre,0.5023255813953478,0.8999999999999986,0.39767441860465086,1,43
average_speed_to_answer_seconds,operational_start,2025-01-01,2024-06-01,-7,pre,1.8976744186046501,1.8999999999999986,0.0023255813953485397,1,43
average_speed_to_answer_seconds,operational_start,2025-01-01,2024-07-01,-6,pre,0.269767441860464,-0.10000000000000142,-0.3697674418604654,1,43
average_speed_to_answer_seconds,operational_start,2025-01-01,2024-08-01,-5,pre,1.0604651162790686,-0.10000000000000142,-1.16046511627907,1,43
average_speed_to_answer_seconds,operational_start,2025-01-01,2024-09-01,-4,pre,1.9837209302325554,1.7999999999999972,-0.18372093023255828,1,43
average_speed_to_answer_seconds,operational_start,2025-01-01,2024-10-01,-3,pre,0.041860465116276335,0.29999999999999716,0.2581395348837208,1,43
average_speed_to_answer_seconds,operational_start,2025-01-01,2024-11-01,-2,pre,1.3279069767441862,1.5,0.17209302325581383,1,43
average_speed_to_answer_seconds,operational_start,2025-01-01,2025-01-01,0,post,0.41904761904761834,0.1999999999999993,-0.21904761904761902,1,42
average_speed_to_answer_seconds,operational_start,2025-01-01,2025-03-01,2,post,0.6285714285714271,0.3999999999999986,-0.22857142857142856,1,42
average_speed_to_answer_seconds,operational_start,2025-01-01,2025-04-01,3,post,1.1380952380952354,0.7999999999999972,-0.33809523809523817,1,42
average_speed_to_answer_seconds,operational_start,2025-01-01,2025-05-01,4,post,0.09047619047619015,0.1999999999999993,0.10952380952380913,1,42
average_speed_to_answer_seconds,operational_start,2025-01-01,2025-06-01,5,post,-0.07142857142857412,0.29999999999999716,0.3714285714285713,1,42
average_speed_to_answer_seconds,operational_start,2025-01-01,2025-07-01,6,post,-0.6500000000000032,-0.20000000000000284,0.45000000000000034,1,40
average_speed_to_answer_seconds,operational_start,2025-01-01,2025-08-01,7,post,-0.7900000000000015,-0.10000000000000142,0.6900000000000001,1,40
average_speed_to_answer_seconds,operational_start,2025-01-01,2025-09-01,8,post,-0.30250000000000055,0.1999999999999993,0.5024999999999998,1,40
average_speed_to_answer_seconds,operational_start,2025-01-01,2025-10-01,9,post,0.15384615384615108,0.7999999999999972,0.6461538461538461,1,39
average_speed_to_answer_seconds,operational_start,2025-01-01,2025-11-01,10,post,-0.7769230769230793,0.09999999999999787,0.8769230769230771,1,39
average_speed_to_answer_seconds,operational_start,2025-01-01,2025-12-01,11,post,-1.0102564102564107,-0.3000000000000007,0.7102564102564101,1,39
average_speed_to_answer_seconds,operational_start,2025-01-01,2026-01-01,12,post,0.2205128205128205,1.0,0.7794871794871795,1,39
average_speed_to_answer_seconds,operational_start,2025-01-01,2026-02-01,13,post,0.30769230769230616,1.8999999999999986,1.5923076923076924,1,39
average_speed_to_answer_seconds,operational_start,2025-01-01,2026-03-01,14,post,2.623076923076921,5.099999999999998,2.476923076923077,1,39
average_speed_to_answer_seconds,operational_start,2025-01-01,2026-04-01,15,post,0.6333333333333304,1.7999999999999972,1.1666666666666667,1,39
average_speed_to_answer_seconds,operational_start,2025-01-01,2026-05-01,16,post,1.2102564102564086,2.3999999999999986,1.18974358974359,1,39
average_speed_to_answer_seconds,operational_start,2025-10-01,2024-10-01,-12,pre,12.621951219512198,12.400000000000002,-0.221951219512195,1,41
average_speed_to_answer_seconds,operational_start,2025-10-01,2024-11-01,-11,pre,11.00731707317073,10.7,-0.3073170731707316,1,41
average_speed_to_answer_seconds,operational_start,2025-10-01,2024-12-01,-10,pre,15.59512195121951,15.099999999999998,-0.495121951219512,1,41
average_speed_to_answer_seconds,operational_start,2025-10-01,2025-01-01,-9,pre,15.9875,15.3,-0.6874999999999998,1,40
average_speed_to_answer_seconds,operational_start,2025-10-01,2025-03-01,-7,pre,7.782499999999998,7.099999999999998,-0.6824999999999998,1,40
average_speed_to_answer_seconds,operational_start,2025-10-01,2025-04-01,-6,pre,6.500000000000001,5.800000000000001,-0.6999999999999998,1,40
average_speed_to_answer_seconds,operational_start,2025-10-01,2025-05-01,-5,pre,5.349999999999998,5.099999999999998,-0.25000000000000017,1,40
average_speed_to_answer_seconds,operational_start,2025-10-01,2025-06-01,-4,pre,6.43,6.5,0.06999999999999995,1,40
average_speed_to_answer_seconds,operational_start,2025-10-01,2025-07-01,-3,pre,-0.8475000000000026,-0.9000000000000021,-0.05249999999999955,1,40
average_speed_to_answer_seconds,operational_start,2025-10-01,2025-08-01,-2,pre,-0.2875000000000016,-0.10000000000000142,0.18750000000000017,1,40
average_speed_to_answer_seconds,operational_start,2025-10-01,2025-10-01,0,post,1.656410256410255,1.3999999999999986,-0.25641025641025633,1,39
average_speed_to_answer_seconds,operational_start,2025-10-01,2025-11-01,1,post,0.42564102564102385,0.3999999999999986,-0.025641025641025276,1,39
average_speed_to_answer_seconds,operational_start,2025-10-01,2025-12-01,2,post,1.8923076923076916,1.6999999999999993,-0.19230769230769226,1,39
average_speed_to_answer_seconds,operational_start,2025-10-01,2026-01-01,3,post,1.9230769230769236,1.8000000000000007,-0.12307692307692296,1,39
average_speed_to_answer_seconds,operational_start,2025-10-01,2026-02-01,4,post,2.2102564102564086,2.8999999999999986,0.68974358974359,1,39
average_speed_to_answer_seconds,operational_start,2025-10-01,2026-03-01,5,post,-0.4743589743589769,1.0999999999999979,1.5743589743589748,1,39
average_speed_to_answer_seconds,operational_start,2025-10-01,2026-04-01,6,post,0.735897435897436,1.0,0.2641025641025641,1,39
average_speed_to_answer_seconds,operational_start,2025-10-01,2026-05-01,7,post,-1.2871794871794873,-1.0,0.2871794871794873,1,39
log_routed_per_100k,operational_start,2021-10-01,2021-07-01,-3,pre,-0.05426275698890072,-0.08894549550462738,-0.03468273851572666,1,51
log_routed_per_100k,operational_start,2021-10-01,2021-08-01,-2,pre,0.011682737917749722,-0.022489378918728153,-0.034172116836477875,1,51
log_routed_per_100k,operational_start,2021-10-01,2021-10-01,0,post,0.028238963267072065,0.07018106221030918,0.04194209894323711,1,50
log_routed_per_100k,operational_start,2021-10-01,2021-11-01,1,post,-0.018901901929706366,-0.065385647857791,-0.04648374592808463,1,50
log_routed_per_100k,operational_start,2021-10-01,2021-12-01,2,post,-0.03688450255698869,-0.04773653403595768,-0.010852031478968991,1,50
log_routed_per_100k,operational_start,2021-10-01,2022-01-01,3,post,-0.04729050343471766,-0.10591793289508589,-0.058627429460368224,1,49
log_routed_per_100k,operational_start,2021-10-01,2022-02-01,4,post,-0.12646726914791978,-0.19749268699065414,-0.07102541784273436,1,49
log_routed_per_100k,operational_start,2021-10-01,2022-03-01,5,post,-0.05633146292740285,-0.0689052086622004,-0.012573745734797555,1,49
log_routed_per_100k,operational_start,2021-10-01,2022-04-01,6,post,-0.10869278338527105,-0.14558637957890275,-0.03689359619363169,1,48
log_routed_per_100k,operational_start,2021-10-01,2022-05-01,7,post,-0.07264057882053516,0.014790617174099463,0.08743119599463463,1,48
log_routed_per_100k,operational_start,2021-10-01,2022-06-01,8,post,-0.03023008272877905,0.001034690104524394,0.03126477283330344,1,48
log_routed_per_100k,operational_start,2021-10-01,2022-07-01,9,post,0.1435442988973336,0.47731991300270016,0.33377561410536655,1,48
log_routed_per_100k,operational_start,2021-10-01,2022-08-01,10,post,0.07003312481176555,0.44394675023847663,0.3739136254267111,1,48
log_routed_per_100k,operational_start,2021-10-01,2022-09-01,11,post,0.08299175377169205,0.3668851035114149,0.28389334973972286,1,48
log_routed_per_100k,operational_start,2021-10-01,2022-10-01,12,post,-0.0073170728187468,0.22618736717136434,0.23350443999011114,1,48
log_routed_per_100k,operational_start,2021-10-01,2022-11-01,13,post,-0.048278167046254955,0.15424700935197277,0.20252517639822773,1,48
log_routed_per_100k,operational_start,2021-10-01,2022-12-01,14,post,-0.04096107105170055,0.21334540743946961,0.25430647849117016,1,48
log_routed_per_100k,operational_start,2021-10-01,2023-01-01,15,post,-0.05982985522778034,0.25814260628433106,0.3179724615121114,1,48
log_routed_per_100k,operational_start,2021-10-01,2023-02-01,16,post,-0.0704136575595816,0.13893170039196923,0.20934535795155082,1,48
log_routed_per_100k,operational_start,2021-10-01,2023-03-01,17,post,-0.08709067873289095,0.20343192087341366,0.2905225996063046,1,48
log_routed_per_100k,operational_start,2021-10-01,2023-04-01,18,post,-0.08817621552006055,0.19979165788159614,0.2879678734016567,1,47
log_routed_per_100k,operational_start,2021-10-01,2023-05-01,19,post,-0.08666624630776548,0.25814260628433106,0.34480885259209654,1,47
log_routed_per_100k,operational_start,2021-10-01,2023-06-01,20,post,-0.10538111284329782,0.20117998772321277,0.3065611005665106,1,47
log_routed_per_100k,operational_start,2021-10-01,2023-07-01,21,post,-0.11128824492252659,0.2646739664965332,0.3759622114190598,1,47
log_routed_per_100k,operational_start,2021-10-01,2023-08-01,22,post,-0.12319236390238003,0.26759921852975443,0.39079158243213447,1,47
log_routed_per_100k,operational_start,2021-10-01,2023-09-01,23,post,-0.1905774451842287,0.24561425469470466,0.43619169987893336,1,46
log_routed_per_100k,operational_start,2021-10-01,2023-10-01,24,post,-0.13546862528720682,0.32330221231507883,0.45877083760228565,1,46
log_routed_per_100k,operational_start,2021-10-01,2023-11-01,25,post,-0.11692080649652975,0.2933902737917573,0.41031108028828706,1,46
log_routed_per_100k,operational_start,2021-10-01,2023-12-01,26,post,0.055869471916605684,0.507021537530234,0.45115206561362836,1,46
log_routed_per_100k,operational_start,2021-10-01,2024-01-01,27,post,0.11441295224339765,0.5752442289860942,0.4608312767426965,1,46
log_routed_per_100k,operational_start,2021-10-01,2024-02-01,28,post,0.11754000638820433,0.5550805631359528,0.43754055674774844,1,46
log_routed_per_100k,operational_start,2021-10-01,2024-03-01,29,post,0.12294338609300748,0.6769103647162615,0.5539669786232541,1,46
log_routed_per_100k,operational_start,2021-10-01,2024-04-01,30,post,0.1566032386620806,0.7765547748630275,0.6199515362009469,1,43
log_routed_per_100k,operational_start,2022-01-01,2021-07-01,-6,pre,-0.033744172532577936,-0.056851654029002496,-0.02310748149642456,1,51
log_routed_per_100k,operational_start,2022-01-01,2021-08-01,-5,pre,-0.05317945285672373,-0.0757763126738995,-0.022596859817175775,1,51
log_routed_per_100k,operational_start,2022-01-01,2021-09-01,-4,pre,-0.11441528566524599,-0.10284002864594388,0.011575257019302102,1,51
log_routed_per_100k,operational_start,2022-01-01,2021-10-01,-3,pre,-0.06265816680079278,-0.009864036378586682,0.0527941304222061,1,50
log_routed_per_100k,operational_start,2022-01-01,2021-11-01,-2,pre,-0.003090295646642288,-0.03872201009575793,-0.03563171444911564,1,50
log_routed_per_100k,operational_start,2022-01-01,2022-01-01,0,post,-0.021301998777406593,-0.0667571506338076,-0.04545515185640101,1,49
log_routed_per_100k,operational_start,2022-01-01,2022-02-01,1,post,0.0005792959735517259,-0.05727384426521542,-0.05785314023876715,1,49
log_routed_per_100k,operational_start,2022-01-01,2022-03-01,2,post,-0.014768589198042878,-0.01417005732887322,0.0005985318691696577,1,49
log_routed_per_100k,operational_start,2022-01-01,2022-04-01,3,post,-0.040504166419021784,-0.06471742898111987,-0.024213262562098086,1,48
log_routed_per_100k,operational_start,2022-01-01,2022-05-01,4,post,-0.0653465864976978,0.03476494312847045,0.10011152962616825,1,48
log_routed_per_100k,operational_start,2022-01-01,2022-06-01,5,post,-0.0042730493464732955,0.039672057118363746,0.04394510646483704,1,48
log_routed_per_100k,operational_start,2022-01-01,2022-07-01,6,post,-0.02605392788285149,0.3204020198540487,0.3464559477369002,1,48
log_routed_per_100k,operational_start,2022-01-01,2022-08-01,7,post,-0.13028006712303047,0.25631389193521414,0.3865939590582446,1,48
log_routed_per_100k,operational_start,2022-01-01,2022-09-01,8,post,-0.002390932835725612,0.2941827505355308,0.2965736833712564,1,48
log_routed_per_100k,operational_start,2022-01-01,2022-10-01,9,post,-0.0024312276800400323,0.2437535459416047,0.24618477362164473,1,48
log_routed_per_100k,operational_start,2022-01-01,2022-11-01,10,post,-0.03001160821699736,0.18519390181276396,0.21520551002976132,1,48
log_routed_per_100k,operational_start,2022-01-01,2022-12-01,11,post,-0.0644859002914207,0.20250091183128305,0.26698681212270375,1,48
log_routed_per_100k,operational_start,2022-01-01,2023-01-01,12,post,-0.030920195077751456,0.29973260006589353,0.330652795143645,1,48
log_routed_per_100k,operational_start,2022-01-01,2023-02-01,13,post,0.12096673434194569,0.3429924259250301,0.2220256915830844,1,48
log_routed_per_100k,operational_start,2022-01-01,2023-03-01,14,post,0.04053722486353056,0.3437401581013688,0.30320293323783826,1,48
log_routed_per_100k,operational_start,2022-01-01,2023-04-01,15,post,-0.02046717431812556,0.2787369777091637,0.2992041520272893,1,47
log_routed_per_100k,operational_start,2022-01-01,2023-05-01,16,post,0.025106496081306717,0.38115162729903584,0.3560451312177291,1,47
log_routed_per_100k,operational_start,2022-01-01,2023-06-01,17,post,0.054821879930972095,0.3726192591231152,0.3177973791921431,1,47
log_routed_per_100k,operational_start,2022-01-01,2023-07-01,18,post,-0.02186748224137136,0.36533100780332095,0.3871984900446923,1,47
log_routed_per_100k,operational_start,2022-01-01,2023-08-01,19,post,-0.0010577567148450928,0.4009701043429219,0.402027861057767,1,47
log_routed_per_100k,operational_start,2022-01-01,2023-09-01,20,post,-0.06382005148201353,0.38517555404988535,0.4489956055318989,1,46
log_routed_per_100k,operational_start,2022-01-01,2023-10-01,21,post,-0.07230018045016773,0.39927456280508355,0.4715747432552513,1,46
log_routed_per_100k,operational_start,2022-01-01,2023-11-01,22,post,-0.11498209489696037,0.3081328910442922,0.4231149859412526,1,46
log_routed_per_100k,operational_start,2022-01-01,2023-12-01,23,post,-0.005650109750313326,0.4583058615162807,0.46395597126659405,1,46
log_routed_per_100k,operational_start,2022-01-01,2024-01-01,24,post,-0.029608958966338084,0.44402622342932396,0.47363518239566205,1,46
log_routed_per_100k,operational_start,2022-01-01,2024-02-01,25,post,-0.06552928911650874,0.38481517328420534,0.4503444624007141,1,46
log_routed_per_100k,operational_start,2022-01-01,2024-03-01,26,post,-0.02160842856556966,0.54516245571065,0.5667708842762197,1,46
log_routed_per_100k,operational_start,2022-01-01,2024-04-01,27,post,-0.0364488167795316,0.5937495873982446,0.6301984041777762,1,43
log_routed_per_100k,operational_start,2022-01-01,2024-05-01,28,post,-0.026021109663521336,0.6450182501812334,0.6710393598447547,1,43
log_routed_per_100k,operational_start,2022-01-01,2024-06-01,29,post,-0.035011284584929414,0.6502537045782164,0.6852649891631458,1,43
log_routed_per_100k,operational_start,2022-01-01,2024-07-01,30,post,0.023662576633836196,0.7622144739591148,0.7385518973252786,1,43
log_routed_per_100k,operational_start,2022-04-01,2021-07-01,-9,pre,-0.06955598480764988,-0.09254561002239203,-0.022989625214742154,1,51
log_routed_per_100k,operational_start,2022-04-01,2021-08-01,-8,pre,0.044057989170802614,0.021578985635309245,-0.02247900353549337,1,51
log_routed_per_100k,operational_start,2022-04-01,2021-09-01,-7,pre,-0.025361995645572136,-0.01366888234458763,0.011693113300984508,1,51
log_routed_per_100k,operational_start,2022-04-01,2021-10-01,-6,pre,0.04515084614017155,0.09764181647716885,0.0524909703369973,1,50
log_routed_per_100k,operational_start,2022-04-01,2021-11-01,-5,pre,0.1303401934230435,0.09440531888871906,-0.035934874534324444,1,50
log_routed_per_100k,operational_start,2022-04-01,2021-12-01,-4,pre,-0.05015131054015943,-0.05045447062536823,-0.0003031600852088001,1,50
log_routed_per_100k,operational_start,2022-04-01,2022-01-01,-3,pre,0.027719983322809838,-0.018333700402760833,-0.04605368372557067,1,49
log_routed_per_100k,operational_start,2022-04-01,2022-02-01,-2,pre,-0.03237331070741986,-0.09082498281535667,-0.05845167210793681,1,49
log_routed_per_100k,operational_start,2022-04-01,2022-04-01,0,post,-0.02555352548236205,-0.04932665452287566,-0.023773129040513607,1,48
log_routed_per_100k,operational_start,2022-04-01,2022-05-01,1,post,-0.04413452384640655,0.056417139301346175,0.10055166314775273,1,48
log_routed_per_100k,operational_start,2022-04-01,2022-06-01,2,post,-0.025686699948308966,0.018698540038112554,0.04438523998642152,1,48
log_routed_per_100k,operational_start,2022-04-01,2022-07-01,3,post,-0.11691198095080785,0.2299841003076768,0.34689608125848465,1,48
log_routed_per_100k,operational_start,2022-04-01,2022-08-01,4,post,-0.16401009683469175,0.22302399574513743,0.3870340925798292,1,48
log_routed_per_100k,operational_start,2022-04-01,2022-09-01,5,post,-0.17104698832839893,0.12596682856444197,0.2970138168928409,1,48
log_routed_per_100k,operational_start,2022-04-01,2022-10-01,6,post,-0.15386030076198462,0.09276460638124462,0.24662490714322924,1,48
log_routed_per_100k,operational_start,2022-04-01,2022-11-01,7,post,-0.13717462550425538,0.07847101804709045,0.21564564355134583,1,48
log_routed_per_100k,operational_start,2022-04-01,2022-12-01,8,post,-0.09254647923700393,0.17488046640728427,0.2674269456442882,1,48
log_routed_per_100k,operational_start,2022-04-01,2023-01-01,9,post,-0.16195509500744387,0.16913783365778556,0.33109292866522944,1,48
log_routed_per_100k,operational_start,2022-04-01,2023-02-01,10,post,-0.11201762011550562,0.1104482049891633,0.22246582510466892,1,48
log_routed_per_100k,operational_start,2022-04-01,2023-03-01,11,post,-0.11613501716549618,0.18750804959392653,0.3036430667594227,1,48
log_routed_per_100k,operational_start,2022-04-01,2023-04-01,12,post,-0.092889387026788,0.20782646242428093,0.30071584945106894,1,47
log_routed_per_100k,operational_start,2022-04-01,2023-05-01,13,post,-0.010714227015700462,0.3468426016258084,0.35755682864150884,1,47
log_routed_per_100k,operational_start,2022-04-01,2023-06-01,14,post,0.08215572946754895,0.4014648060834718,0.31930907661592284,1,47
log_routed_per_100k,operational_start,2022-04-01,2023-07-01,15,post,0.06306149805576355,0.4517716855242355,0.38871018746847197,1,47
log_routed_per_100k,operational_start,2022-04-01,2023-08-01,16,post,0.13722234929853894,0.5407619077800856,0.40353955848154666,1,47
log_routed_per_100k,operational_start,2022-04-01,2023-09-01,17,post,0.1538906942746267,0.6026009480038974,0.4487102537292707,1,46
log_routed_per_100k,operational_start,2022-04-01,2023-10-01,18,post,0.19747797462569894,0.6687673660783222,0.4712893914526233,1,46
log_routed_per_100k,operational_start,2022-04-01,2023-11-01,19,post,0.22574997725195706,0.6485796113905815,0.42282963413862446,1,46
log_routed_per_100k,operational_start,2022-04-01,2023-12-01,20,post,0.17435172375128333,0.6380223432152494,0.4636706194639661,1,46
log_routed_per_100k,operational_start,2022-04-01,2024-01-01,21,post,0.23457242994687733,0.7079222605399114,0.47334983059303404,1,46
log_routed_per_100k,operational_start,2022-04-01,2024-02-01,22,post,0.2058633280058036,0.6559224386038895,0.45005911059808595,1,46
log_routed_per_100k,operational_start,2022-04-01,2024-03-01,23,post,0.12897569997828118,0.6954612324518727,0.5664855324735916,1,46
log_routed_per_100k,operational_start,2022-04-01,2024-04-01,24,post,0.2006128315992276,0.8295118083737263,0.6288989767744987,1,43
log_routed_per_100k,operational_start,2022-04-01,2024-05-01,25,post,0.20164007545952523,0.8713800079010028,0.6697399324414776,1,43
log_routed_per_100k,operational_start,2022-04-01,2024-06-01,26,post,0.0145968454708435,0.6985624072307122,0.6839655617598687,1,43
log_routed_per_100k,operational_start,2022-04-01,2024-07-01,27,post,0.05839207861277651,0.7956445485347778,0.7372524699220013,1,43
log_routed_per_100k,operational_start,2022-04-01,2024-08-01,28,post,0.07803187934599376,0.8156330873248443,0.7376012079788505,1,43
log_routed_per_100k,operational_start,2022-04-01,2024-09-01,29,post,0.14069958919409797,0.8370288434496187,0.6963292542555207,1,43
log_routed_per_100k,operational_start,2022-04-01,2024-10-01,30,post,0.08049647356122125,0.7806506399568143,0.700154166395593,1,43
log_routed_per_100k,operational_start,2023-04-01,2022-04-01,-12,pre,0.1207067664746978,-0.2067094293252385,-0.3274161957999363,1,48
log_routed_per_100k,operational_start,2023-04-01,2022-05-01,-11,pre,0.10334538567016249,-0.0997460179415075,-0.20309140361167,1,48
log_routed_per_100k,operational_start,2023-04-01,2022-06-01,-10,pre,0.11252552843853997,-0.14673229833446122,-0.2592578267730012,1,48
log_routed_per_100k,operational_start,2023-04-01,2022-07-01,-9,pre,0.045787007467829266,0.0890400219668912,0.04325301449906194,1,48
log_routed_per_100k,operational_start,2023-04-01,2022-08-01,-8,pre,0.014019340835922836,0.0974103666563293,0.08339102582040646,1,48
log_routed_per_100k,operational_start,2023-04-01,2022-09-01,-7,pre,0.06802979993630391,0.061400550069722115,-0.006629249866581792,1,48
log_routed_per_100k,operational_start,2023-04-01,2022-10-01,-6,pre,0.024459667006403334,-0.03255849260979016,-0.05701815961619349,1,48
log_routed_per_100k,operational_start,2023-04-01,2022-11-01,-5,pre,-0.029185549992731638,-0.1171829732008085,-0.08799742320807687,1,48
log_routed_per_100k,operational_start,2023-04-01,2022-12-01,-4,pre,0.0056713404749563,-0.030544780640178182,-0.03621612111513448,1,48
log_routed_per_100k,operational_start,2023-04-01,2023-01-01,-3,pre,-0.031745474862665296,-0.004295612956858541,0.027449861905806755,1,48
log_routed_per_100k,operational_start,2023-04-01,2023-02-01,-2,pre,-0.024424125986483733,-0.10560136764123751,-0.08117724165475378,1,48
log_routed_per_100k,operational_start,2023-04-01,2023-04-01,0,post,0.009393670416642984,0.0035009191767274572,-0.0058927512399155274,1,47
log_routed_per_100k,operational_start,2023-04-01,2023-05-01,1,post,0.03913502010881049,0.09008324805933476,0.050948227950524276,1,47
log_routed_per_100k,operational_start,2023-04-01,2023-06-01,2,post,0.010272282472152762,0.02297275839709112,0.012700475924938358,1,47
log_routed_per_100k,operational_start,2023-04-01,2023-07-01,3,post,-0.04585390912197851,0.03624767765550896,0.08210158677748747,1,47
log_routed_per_100k,operational_start,2023-04-01,2023-08-01,4,post,-0.01984873622476102,0.07708222156580113,0.09693095779056216,1,47
log_routed_per_100k,operational_start,2023-04-01,2023-09-01,5,post,-0.039552159705478374,0.10674531524693354,0.1462974749524119,1,46
log_routed_per_100k,operational_start,2023-04-01,2023-10-01,6,post,-0.06404341600589453,0.1048331966698699,0.16887661267576443,1,46
log_routed_per_100k,operational_start,2023-04-01,2023-11-01,7,post,-0.07800458450241866,0.04241227085934707,0.12041685536176573,1,46
log_routed_per_100k,operational_start,2023-04-01,2023-12-01,8,post,-0.09095467768749241,0.0703031629996147,0.1612578406871071,1,46
log_routed_per_100k,operational_start,2023-04-01,2024-01-01,9,post,-0.10161044176812986,0.06932661004804519,0.17093705181617505,1,46
log_routed_per_100k,operational_start,2023-04-01,2024-02-01,10,post,-0.1164085196585834,0.031237812162643763,0.14764633182122716,1,46
log_routed_per_100k,operational_start,2023-04-01,2024-03-01,11,post,-0.07502270064743899,0.1890500530492938,0.2640727536967328,1,46
log_routed_per_100k,operational_start,2023-04-01,2024-04-01,12,post,-0.1025498328022667,0.22113101163625704,0.32368084443852374,1,43
log_routed_per_100k,operational_start,2023-04-01,2024-05-01,13,post,-0.06510562685698479,0.29941617324851766,0.36452180010550245,1,43
log_routed_per_100k,operational_start,2023-04-01,2024-06-01,14,post,-0.08565007810338365,0.29309735132050996,0.3787474294238936,1,43
log_routed_per_100k,operational_start,2023-04-01,2024-07-01,15,post,-0.059435942320714974,0.37259839526531113,0.4320343375860261,1,43
log_routed_per_100k,operational_start,2023-04-01,2024-08-01,16,post,-0.0635326786385571,0.36885039700431843,0.43238307564287554,1,43
log_routed_per_100k,operational_start,2023-04-01,2024-09-01,17,post,-0.1109323256999824,0.28017879621956343,0.39111112191954583,1,43
log_routed_per_100k,operational_start,2023-04-01,2024-10-01,18,post,-0.09061822861044555,0.3043178054491724,0.39493603405961797,1,43
log_routed_per_100k,operational_start,2023-04-01,2024-11-01,19,post,-0.16657591146540135,0.21878227398404793,0.3853581854494493,1,43
log_routed_per_100k,operational_start,2023-04-01,2024-12-01,20,post,-0.1692840646784884,0.23058318422651425,0.39986724890500264,1,43
